Date;Year;Month;Day;Weekday;Name;Type;Details
01/01/2018;2018;1;1;Monday;New Year's Day;Federal Holiday; 
01/01/2018;2018;1;1;Monday;New Year's Eve observed;State holiday;LA, MI, WI
06/01/2018;2018;1;6;Saturday;Epiphany;Christian; 
07/01/2018;2018;1;7;Sunday;Orthodox Christmas Day;Orthodox; 
12/01/2018;2018;1;12;Friday;Lee-Jackson Day;State holiday;Virginia
13/01/2018;2018;1;13;Saturday;Stephen Foster Memorial Day;Observance; 
14/01/2018;2018;1;14;Sunday;Orthodox New Year;Orthodox; 
15/01/2018;2018;1;15;Monday;Martin Luther King Jr. Day;Federal Holiday; 
15/01/2018;2018;1;15;Monday;Robert E. Lee's Birthday;State holiday;Mississippi
15/01/2018;2018;1;15;Monday;Robert E. Lee's Birthday;State holiday;Alabama
15/01/2018;2018;1;15;Monday;Idaho Human Rights Day;State holiday;Idaho
15/01/2018;2018;1;15;Monday;Civil Rights Day;State holiday;Arizona, New Hampshire
19/01/2018;2018;1;19;Friday;Robert E. Lee's Birthday;State holiday;Florida
19/01/2018;2018;1;19;Friday;Confederate Heroes' Day;State holiday;Texas
29/01/2018;2018;1;29;Monday;Kansas Day;Observance; 
31/01/2018;2018;1;31;Wednesday;Tu Bishvat/Tu B'Shevat;Jewish holiday; 
01/02/2018;2018;2;1;Thursday;National Freedom Day;Observance; 
01/02/2018;2018;2;1;Thursday;First Day of Black History Month;Annual monthly observance; 
02/02/2018;2018;2;2;Friday;Groundhog Day;Observance; 
02/02/2018;2018;2;2;Friday;National Wear Red Day;Observance; 
04/02/2018;2018;2;4;Sunday;Rosa Parks Day;Local observance;California, Missouri
04/02/2018;2018;2;4;Sunday;Super Bowl;Sporting event; 
12/02/2018;2018;2;12;Monday;Lincoln's Birthday;State holiday;CT, IL, MO, NY
12/02/2018;2018;2;12;Monday;Lincoln's Birthday;Local observance;Florida
13/02/2018;2018;2;13;Tuesday;Maha Shivaratri;Hindu Holiday; 
13/02/2018;2018;2;13;Tuesday;Shrove Tuesday/Mardi Gras;Observance, Christian; 
13/02/2018;2018;2;13;Tuesday;Shrove Tuesday/Mardi Gras;State holiday;AL**, FL*, LA, MS*
14/02/2018;2018;2;14;Wednesday;Ash Wednesday;Christian; 
14/02/2018;2018;2;14;Wednesday;Valentine's Day;Observance; 
14/02/2018;2018;2;14;Wednesday;Statehood Day;Local observance;Arizona
15/02/2018;2018;2;15;Thursday;Susan B. Anthony's Birthday;Local observance;CA, FL, NY, WI
16/02/2018;2018;2;16;Friday;Chinese New Year;Observance; 
16/02/2018;2018;2;16;Friday;Elizabeth Peratrovich Day;Local observance;Alaska
19/02/2018;2018;2;19;Monday;Presidents' Day;Federal Holiday;All except DE, GA, IA, IN, KS, KY, LA, NC, NM, RI, WI
19/02/2018;2018;2;19;Monday;Daisy Gatson Bates Day;State holiday;Arkansas
28/02/2018;2018;2;28;Wednesday;Linus Pauling Day;Local observance;Oregon
01/03/2018;2018;3;1;Thursday;Purim;Jewish holiday; 
01/03/2018;2018;3;1;Thursday;St. David's Day;Observance, Christian; 
01/03/2018;2018;3;1;Thursday;First Day of Women's History Month;Annual monthly observance; 
02/03/2018;2018;3;2;Friday;Holi;Hindu Holiday; 
02/03/2018;2018;3;2;Friday;Texas Independence Day;State holiday;Texas
02/03/2018;2018;3;2;Friday;Read Across America Day;Observance; 
02/03/2018;2018;3;2;Friday;Employee Appreciation Day;Observance; 
05/03/2018;2018;3;5;Monday;Casimir Pulaski Day;Local observance;Illinois*
06/03/2018;2018;3;6;Tuesday;Town Meeting Day;State holiday;Vermont
11/03/2018;2018;3;11;Sunday;Daylight Saving Time starts;Clock change/Daylight Saving Time; 
16/03/2018;2018;3;16;Friday;Evacuation Day observed;State holiday;Massachusetts**
17/03/2018;2018;3;17;Saturday;St. Patrick's Day;Observance, Christian; 
17/03/2018;2018;3;17;Saturday;Evacuation Day;State holiday;Massachusetts**
20/03/2018;2018;3;20;Tuesday;March Equinox;Season; 
25/03/2018;2018;3;25;Sunday;Palm Sunday;Christian; 
26/03/2018;2018;3;26;Monday;Prince Jonah Kuhio Kalanianaole Day;State holiday;Hawaii
26/03/2018;2018;3;26;Monday;Seward's Day;State holiday;Alaska
29/03/2018;2018;3;29;Thursday;Maundy Thursday;Christian; 
29/03/2018;2018;3;29;Thursday;National Vietnam War Veterans Day;Observance; 
30/03/2018;2018;3;30;Friday;Good Friday;State holiday;CT, DE, HI, IN, KY, LA, NC, ND, NJ, TN, TX***
31/03/2018;2018;3;31;Saturday;Holy Saturday;Christian; 
31/03/2018;2018;3;31;Saturday;Passover (first day);Jewish holiday; 
31/03/2018;2018;3;31;Saturday;César Chávez Day;State holiday;AZ**, CA**, CO***, MI**, NM**, NV**, TX***, UT**, WA**, WI**
01/04/2018;2018;4;1;Sunday;Easter Sunday;Observance, Christian; 
02/04/2018;2018;4;2;Monday;Easter Monday;Observance, Christian; 
02/04/2018;2018;4;2;Monday;Pascua Florida Day;Local observance;Florida
06/04/2018;2018;4;6;Friday;Orthodox Good Friday;Orthodox; 
06/04/2018;2018;4;6;Friday;Maryland Day;Local observance;Maryland
06/04/2018;2018;4;6;Friday;National Tartan Day;Observance; 
07/04/2018;2018;4;7;Saturday;Last Day of Passover;Jewish holiday; 
07/04/2018;2018;4;7;Saturday;Orthodox Holy Saturday;Orthodox; 
08/04/2018;2018;4;8;Sunday;Orthodox Easter;Orthodox; 
