Date;Year;Month;Day;Weekday;Name;Type;Details
16/02/2004;2004;2;16;Monday;Elizabeth Peratrovich Day;Local observance;Alaska
22/02/2004;2004;2;22;Sunday;Muharram;Muslim; 
24/02/2004;2004;2;24;Tuesday;Shrove Tuesday/Mardi Gras;State holiday;Alabama*, Louisiana
24/02/2004;2004;2;24;Tuesday;Shrove Tuesday/Mardi Gras;Observance, Christian; 
25/02/2004;2004;2;25;Wednesday;Ash Wednesday;Christian; 
28/02/2004;2004;2;28;Saturday;Linus Pauling Day;Local observance;Oregon
01/03/2004;2004;3;1;Monday;St. David's Day;Observance, Christian; 
01/03/2004;2004;3;1;Monday;Casimir Pulaski Day;Local observance;Illinois**
01/03/2004;2004;3;1;Monday;First Day of Women's History Month;Annual monthly observance; 
02/03/2004;2004;3;2;Tuesday;Texas Independence Day;State holiday;Texas
02/03/2004;2004;3;2;Tuesday;Read Across America Day;Observance; 
02/03/2004;2004;3;2;Tuesday;Town Meeting Day;State holiday;Vermont
05/03/2004;2004;3;5;Friday;Employee Appreciation Day;Observance; 
07/03/2004;2004;3;7;Sunday;Purim;Jewish holiday; 
17/03/2004;2004;3;17;Wednesday;St. Patrick's Day;Observance, Christian; 
17/03/2004;2004;3;17;Wednesday;Evacuation Day;State holiday;Massachusetts*
20/03/2004;2004;3;20;Saturday;March Equinox;Season; 
25/03/2004;2004;3;25;Thursday;Maryland Day;Local observance;Maryland
26/03/2004;2004;3;26;Friday;Prince Jonah Kuhio Kalanianaole Day;State holiday;Hawaii
29/03/2004;2004;3;29;Monday;Seward's Day;State holiday;Alaska
31/03/2004;2004;3;31;Wednesday;César Chávez Day;State holiday;CA*, CO***, TX***
02/04/2004;2004;4;2;Friday;Pascua Florida Day;Local observance;Florida
04/04/2004;2004;4;4;Sunday;Palm Sunday;Christian; 
04/04/2004;2004;4;4;Sunday;Daylight Saving Time starts;Clock change/Daylight Saving Time; 
06/04/2004;2004;4;6;Tuesday;Passover (first day);Jewish holiday; 
06/04/2004;2004;4;6;Tuesday;National Tartan Day;Observance; 
08/04/2004;2004;4;8;Thursday;Maundy Thursday;Christian; 
09/04/2004;2004;4;9;Friday;Orthodox Good Friday;Orthodox; 
09/04/2004;2004;4;9;Friday;Good Friday;State holiday;CT, DE, HI, IN, KY, LA, NC, ND, NJ, TN, TX***
10/04/2004;2004;4;10;Saturday;Holy Saturday;Christian; 
10/04/2004;2004;4;10;Saturday;Orthodox Holy Saturday;Orthodox; 
11/04/2004;2004;4;11;Sunday;Orthodox Easter;Orthodox; 
11/04/2004;2004;4;11;Sunday;Easter Sunday;Observance, Christian; 
12/04/2004;2004;4;12;Monday;Orthodox Easter Monday;Orthodox; 
12/04/2004;2004;4;12;Monday;Easter Monday;Observance, Christian; 
13/04/2004;2004;4;13;Tuesday;Last Day of Passover;Jewish holiday; 
13/04/2004;2004;4;13;Tuesday;National Library Workers' Day;Observance; 
15/04/2004;2004;4;15;Thursday;Tax Day;Observance; 
15/04/2004;2004;4;15;Thursday;Father Damien Day;Local observance;Hawaii
16/04/2004;2004;4;16;Friday;Emancipation Day;Local observance; 
18/04/2004;2004;4;18;Sunday;Yom HaShoah;Jewish commemoration; 
19/04/2004;2004;4;19;Monday;Patriot's Day;State holiday;Maine, Massachusetts
19/04/2004;2004;4;19;Monday;Boston Marathon;Sporting event; 
21/04/2004;2004;4;21;Wednesday;San Jacinto Day;State holiday;Texas
21/04/2004;2004;4;21;Wednesday;Administrative Professionals Day;Observance; 
22/04/2004;2004;4;22;Thursday;Oklahoma Day;Local observance;Oklahoma
22/04/2004;2004;4;22;Thursday;Take our Daughters and Sons to Work Day;Observance; 
26/04/2004;2004;4;26;Monday;Confederate Memorial Day;State holiday;Alabama
26/04/2004;2004;4;26;Monday;Confederate Memorial Day;State holiday;Mississippi
26/04/2004;2004;4;26;Monday;Confederate Heroes' Day;Local observance;Florida
26/04/2004;2004;4;26;Monday;Confederate Heroes' Day;State holiday;Georgia
27/04/2004;2004;4;27;Tuesday;Yom Ha'atzmaut;Jewish holiday; 
30/04/2004;2004;4;30;Friday;Arbor Day;State holiday;Nebraska
30/04/2004;2004;4;30;Friday;Kentucky Oaks;Sporting event; 
01/05/2004;2004;5;1;Saturday;Kentucky Derby;Sporting event; 
01/05/2004;2004;5;1;Saturday;Law Day;Observance; 
01/05/2004;2004;5;1;Saturday;Loyalty Day;Observance; 
01/05/2004;2004;5;1;Saturday;Lei Day;Local observance;Hawaii
02/05/2004;2004;5;2;Sunday;The Prophet's Birthday;Muslim; 
04/05/2004;2004;5;4;Tuesday;Kent State Shootings Remembrance;Local observance;Ohio
04/05/2004;2004;5;4;Tuesday;Rhode Island Independence Day;Local observance;Rhode Island
05/05/2004;2004;5;5;Wednesday;Cinco-Mayo;Observance; 
06/05/2004;2004;5;6;Thursday;National Nurses Day;Observance; 
06/05/2004;2004;5;6;Thursday;National Day of Prayer;Observance; 
07/05/2004;2004;5;7;Friday;Truman Day observed;State holiday;Missouri
08/05/2004;2004;5;8;Saturday;Truman Day;State holiday;Missouri
08/05/2004;2004;5;8;Saturday;Victory in Europe Day;Observance; 
09/05/2004;2004;5;9;Sunday;Lag BaOmer;Jewish holiday; 
09/05/2004;2004;5;9;Sunday;Mother's Day;Observance; 
10/05/2004;2004;5;10;Monday;Confederate Memorial Day;State holiday;North Carolina, South Carolina
11/05/2004;2004;5;11;Tuesday;Primary Election Day;State holiday;West Virginia
15/05/2004;2004;5;15;Saturday;Peace Officers Memorial Day;Observance; 
15/05/2004;2004;5;15;Saturday;Armed Forces Day;Observance; 
15/05/2004;2004;5;15;Saturday;Preakness Stakes;Sporting event; 
20/05/2004;2004;5;20;Thursday;Ascension Day;Christian; 
21/05/2004;2004;5;21;Friday;National Defense Transportation Day;Observance; 
22/05/2004;2004;5;22;Saturday;National Maritime Day;Observance; 
25/05/2004;2004;5;25;Tuesday;National Missing Children's Day;Observance; 
26/05/2004;2004;5;26;Wednesday;Shavuot;Jewish holiday; 
30/05/2004;2004;5;30;Sunday;Pentecost;Christian; 
31/05/2004;2004;5;31;Monday;Whit Monday;Christian; 
31/05/2004;2004;5;31;Monday;Memorial Day;Federal Holiday; 
31/05/2004;2004;5;31;Monday;Jefferson Davis' Birthday;Local observance;Mississippi
01/06/2004;2004;6;1;Tuesday;Statehood Day;Local observance;Kentucky, Tennessee
03/06/2004;2004;6;3;Thursday;Jefferson Davis' Birthday;Local observance;Florida
05/06/2004;2004;6;5;Saturday;Belmont Stakes;Sporting event; 
06/06/2004;2004;6;6;Sunday;Trinity Sunday;Christian; 
06/06/2004;2004;6;6;Sunday;D-Day;Observance; 
07/06/2004;2004;6;7;Monday;Jefferson Davis' Birthday;State holiday;Alabama
10/06/2004;2004;6;10;Thursday;Corpus Christi;Christian; 
11/06/2004;2004;6;11;Friday;Kamehameha Day;State holiday;Hawaii
14/06/2004;2004;6;14;Monday;Army Birthday;Observance; 
14/06/2004;2004;6;14;Monday;Flag Day;Observance; 
17/06/2004;2004;6;17;Thursday;Bunker Hill Day;State holiday;Massachusetts
19/06/2004;2004;6;19;Saturday;Juneteenth;Local observance;All except AZ, HI, MD, MT, ND, NH, SD, TX, UT
19/06/2004;2004;6;19;Saturday;Emancipation Day;State holiday;Texas
20/06/2004;2004;6;20;Sunday;Father's Day;Observance; 
20/06/2004;2004;6;20;Sunday;West Virginia Day;State holiday;West Virginia
20/06/2004;2004;6;20;Sunday;June Solstice;Season; 
21/06/2004;2004;6;21;Monday;West Virginia Day observed;State holiday;West Virginia
04/07/2004;2004;7;4;Sunday;Independence Day;Federal Holiday; 
05/07/2004;2004;7;5;Monday;Independence Day observed;Federal Holiday; 
13/07/2004;2004;7;13;Tuesday;Nathan Bedford Forrest Day;Local observance;Tennessee
14/07/2004;2004;7;14;Wednesday;Bastille Day;Observance; 
23/07/2004;2004;7;23;Friday;Pioneer Day observed;State holiday;Utah
24/07/2004;2004;7;24;Saturday;Pioneer Day;State holiday;Utah
25/07/2004;2004;7;25;Sunday;Parents' Day;Observance; 
27/07/2004;2004;7;27;Tuesday;Tisha B'Av;Jewish holiday; 
27/07/2004;2004;7;27;Tuesday;National Korean War Veterans Armistice Day;Observance; 
01/08/2004;2004;8;1;Sunday;Colorado Day;Local observance;Colorado
04/08/2004;2004;8;4;Wednesday;Coast Guard Birthday;Observance; 
07/08/2004;2004;8;7;Saturday;Purple Heart Day;Observance; 
09/08/2004;2004;8;9;Monday;Victory Day;State holiday;Rhode Island
15/08/2004;2004;8;15;Sunday;Assumption of Mary;Christian; 
16/08/2004;2004;8;16;Monday;Bennington Battle Day;State holiday;Vermont
19/08/2004;2004;8;19;Thursday;National Aviation Day;Observance; 
20/08/2004;2004;8;20;Friday;Hawaii Statehood Day;State holiday;Hawaii
21/08/2004;2004;8;21;Saturday;Senior Citizens Day;Observance; 
26/08/2004;2004;8;26;Thursday;Women's Equality Day;Observance; 
27/08/2004;2004;8;27;Friday;Lyndon Baines Johnson Day;State holiday;Texas
06/09/2004;2004;9;6;Monday;Labor Day;Federal Holiday; 
09/09/2004;2004;9;9;Thursday;California Admission Day;Local observance;California
11/09/2004;2004;9;11;Saturday;Patriot Day;Observance; 
11/09/2004;2004;9;11;Saturday;Carl Garner Federal Lands Cleanup Day;Observance; 
12/09/2004;2004;9;12;Sunday;Isra and Mi'raj;Muslim; 
12/09/2004;2004;9;12;Sunday;National Grandparents Day;Observance; 
16/09/2004;2004;9;16;Thursday;Rosh Hashana;Jewish holiday; 
16/09/2004;2004;9;16;Thursday;Rosh Hashana;State holiday;Texas***
17/09/2004;2004;9;17;Friday;Citizenship Day;Observance; 
17/09/2004;2004;9;17;Friday;National POW/MIA Recognition Day;Observance; 
18/09/2004;2004;9;18;Saturday;Air Force Birthday;Observance; 
22/09/2004;2004;9;22;Wednesday;September Equinox;Season; 
22/09/2004;2004;9;22;Wednesday;Emancipation Day;Local observance;Ohio
24/09/2004;2004;9;24;Friday;Native American Day;Local observance;California
25/09/2004;2004;9;25;Saturday;Yom Kippur;Jewish holiday; 
25/09/2004;2004;9;25;Saturday;Yom Kippur;State holiday;Texas***
26/09/2004;2004;9;26;Sunday;Gold Star Mother's Day;Observance; 
30/09/2004;2004;9;30;Thursday;First Day of Sukkot;Jewish holiday; 
04/10/2004;2004;10;4;Monday;Feast of St Francis of Assisi;Christian; 
04/10/2004;2004;10;4;Monday;Child Health Day;Observance; 
06/10/2004;2004;10;6;Wednesday;Last Day of Sukkot;Jewish holiday; 
07/10/2004;2004;10;7;Thursday;Shmini Atzeret;Jewish holiday; 
08/10/2004;2004;10;8;Friday;Simchat Torah;Jewish holiday; 
09/10/2004;2004;10;9;Saturday;Leif Erikson Day;Observance; 
10/10/2004;2004;10;10;Sunday;Chicago Marathon;Sporting event; 
11/10/2004;2004;10;11;Monday;Columbus Day;Federal Holiday;All except AK, AR, HI, NV
11/10/2004;2004;10;11;Monday;Native Americans' Day;Local observance;South Dakota
11/10/2004;2004;10;11;Monday;Indigenous People's Day;Local observance;California*
13/10/2004;2004;10;13;Wednesday;Navy Birthday;Observance; 
15/10/2004;2004;10;15;Friday;White Cane Safety Day;Observance; 
15/10/2004;2004;10;15;Friday;Boss's Day;Observance; 
16/10/2004;2004;10;16;Saturday;Ramadan Starts;Muslim; 
16/10/2004;2004;10;16;Saturday;Sweetest Day;Observance;13 states
18/10/2004;2004;10;18;Monday;Alaska Day;State holiday;Alaska
29/10/2004;2004;10;29;Friday;Nevada Day;State holiday;Nevada
31/10/2004;2004;10;31;Sunday;Daylight Saving Time ends;Clock change/Daylight Saving Time; 
31/10/2004;2004;10;31;Sunday;Halloween;Observance; 
01/11/2004;2004;11;1;Monday;All Saints' Day;Christian; 
02/11/2004;2004;11;2;Tuesday;All Souls' Day;Christian; 
02/11/2004;2004;11;2;Tuesday;Election Day (General Election);Observance; 
04/11/2004;2004;11;4;Thursday;Return Day;State holiday;Delaware*
07/11/2004;2004;11;7;Sunday;New York City Marathon;Sporting event; 
10/11/2004;2004;11;10;Wednesday;Lailat al-Qadr;Muslim; 
10/11/2004;2004;11;10;Wednesday;Marine Corps Birthday;Observance; 
11/11/2004;2004;11;11;Thursday;Veterans Day;Federal Holiday; 
14/11/2004;2004;11;14;Sunday;Eid al-Fitr;Muslim; 
25/11/2004;2004;11;25;Thursday;Thanksgiving Day;Federal Holiday; 
26/11/2004;2004;11;26;Friday;Day After Thanksgiving;State holiday;19 states
26/11/2004;2004;11;26;Friday;Family Day;State holiday;Nevada
26/11/2004;2004;11;26;Friday;Acadian Day;State holiday;Louisiana
26/11/2004;2004;11;26;Friday;Black Friday;Observance; 
28/11/2004;2004;11;28;Sunday;First Sunday of Advent;Christian; 
06/12/2004;2004;12;6;Monday;St Nicholas Day;Observance; 
07/12/2004;2004;12;7;Tuesday;Pearl Harbor Remembrance Day;Observance; 
08/12/2004;2004;12;8;Wednesday;Feast of the Immaculate Conception;Christian; 
08/12/2004;2004;12;8;Wednesday;Chanukah/Hanukkah (first day);Jewish holiday; 
12/12/2004;2004;12;12;Sunday;Feast of Our Lady of Guadalupe;Christian; 
13/12/2004;2004;12;13;Monday;National Guard Birthday;Observance; 
15/12/2004;2004;12;15;Wednesday;Last Day of Chanukah;Jewish holiday; 
15/12/2004;2004;12;15;Wednesday;Bill of Rights Day;Observance; 
17/12/2004;2004;12;17;Friday;Pan American Aviation Day;Observance; 
17/12/2004;2004;12;17;Friday;Wright Brothers Day;Observance; 
21/12/2004;2004;12;21;Tuesday;December Solstice;Season; 
24/12/2004;2004;12;24;Friday;Christmas Day observed;Federal Holiday; 
24/12/2004;2004;12;24;Friday;Christmas Eve;State holiday;Texas
24/12/2004;2004;12;24;Friday;Christmas Eve;Observance, Christian; 
25/12/2004;2004;12;25;Saturday;Christmas Day;Federal Holiday; 
26/12/2004;2004;12;26;Sunday;Kwanzaa (first day);Observance; 
26/12/2004;2004;12;26;Sunday;Day After Christmas Day;State holiday;Texas
31/12/2004;2004;12;31;Friday;New Year's Day observed;Federal Holiday; 
31/12/2004;2004;12;31;Friday;New Year's Eve;Observance; 
