Date;Year;Month;Day;Weekday;Name;Type;Details
01/01/2016;2016;1;1;Friday;New Year's Day;Federal Holiday; 
06/01/2016;2016;1;6;Wednesday;Epiphany;Christian; 
07/01/2016;2016;1;7;Thursday;Orthodox Christmas Day;Orthodox; 
13/01/2016;2016;1;13;Wednesday;Stephen Foster Memorial Day;Observance; 
14/01/2016;2016;1;14;Thursday;Orthodox New Year;Orthodox; 
15/01/2016;2016;1;15;Friday;Lee-Jackson Day;State holiday;Virginia
18/01/2016;2016;1;18;Monday;Martin Luther King Jr. Day;Federal Holiday; 
18/01/2016;2016;1;18;Monday;Robert E. Lee's Birthday;State holiday;AL, AR, MS
18/01/2016;2016;1;18;Monday;Idaho Human Rights Day;State holiday;Idaho
18/01/2016;2016;1;18;Monday;Civil Rights Day;State holiday;Arizona, New Hampshire
19/01/2016;2016;1;19;Tuesday;Robert E. Lee's Birthday;State holiday;Florida
19/01/2016;2016;1;19;Tuesday;Confederate Heroes' Day;State holiday;Texas
25/01/2016;2016;1;25;Monday;Tu Bishvat/Tu B'Shevat;Jewish holiday; 
29/01/2016;2016;1;29;Friday;Kansas Day;Observance; 
01/02/2016;2016;2;1;Monday;National Freedom Day;Observance; 
01/02/2016;2016;2;1;Monday;First Day of Black History Month;Annual monthly observance; 
02/02/2016;2016;2;2;Tuesday;Groundhog Day;Observance; 
04/02/2016;2016;2;4;Thursday;Rosa Parks Day;Local observance;California, Missouri
05/02/2016;2016;2;5;Friday;National Wear Red Day;Observance; 
07/02/2016;2016;2;7;Sunday;Super Bowl;Sporting event; 
08/02/2016;2016;2;8;Monday;Chinese New Year;Observance; 
09/02/2016;2016;2;9;Tuesday;Shrove Tuesday/Mardi Gras;Observance, Christian; 
09/02/2016;2016;2;9;Tuesday;Shrove Tuesday/Mardi Gras;State holiday;AL**, FL*, LA, MS*
10/02/2016;2016;2;10;Wednesday;Ash Wednesday;Christian; 
12/02/2016;2016;2;12;Friday;Lincoln's Birthday;State holiday;CT, IL, MO, NY
12/02/2016;2016;2;12;Friday;Lincoln's Birthday;Local observance;Florida
14/02/2016;2016;2;14;Sunday;Valentine's Day;Observance; 
14/02/2016;2016;2;14;Sunday;Statehood Day;Local observance;Arizona
15/02/2016;2016;2;15;Monday;Presidents' Day;Federal Holiday;All except DE, GA, IA, IN, KS, KY, LA, NC, NM, RI, WI
15/02/2016;2016;2;15;Monday;Daisy Gatson Bates Day;State holiday;Arkansas
15/02/2016;2016;2;15;Monday;Susan B. Anthony's Birthday;Local observance;CA, FL, NY, WI
16/02/2016;2016;2;16;Tuesday;Elizabeth Peratrovich Day;Local observance;Alaska
28/02/2016;2016;2;28;Sunday;Linus Pauling Day;Local observance;Oregon
01/03/2016;2016;3;1;Tuesday;St. David's Day;Observance, Christian; 
01/03/2016;2016;3;1;Tuesday;Town Meeting Day;State holiday;Vermont
01/03/2016;2016;3;1;Tuesday;First Day of Women's History Month;Annual monthly observance; 
02/03/2016;2016;3;2;Wednesday;Texas Independence Day;State holiday;Texas
02/03/2016;2016;3;2;Wednesday;Read Across America Day;Observance; 
04/03/2016;2016;3;4;Friday;Employee Appreciation Day;Observance; 
07/03/2016;2016;3;7;Monday;Maha Shivaratri;Hindu Holiday; 
07/03/2016;2016;3;7;Monday;Casimir Pulaski Day;Local observance;Illinois*
13/03/2016;2016;3;13;Sunday;Daylight Saving Time starts;Clock change/Daylight Saving Time; 
17/03/2016;2016;3;17;Thursday;St. Patrick's Day;Observance, Christian; 
17/03/2016;2016;3;17;Thursday;Evacuation Day;State holiday;Massachusetts**
20/03/2016;2016;3;20;Sunday;Palm Sunday;Christian; 
20/03/2016;2016;3;20;Sunday;March Equinox;Season; 
23/03/2016;2016;3;23;Wednesday;Holi;Hindu Holiday; 
24/03/2016;2016;3;24;Thursday;Maundy Thursday;Christian; 
24/03/2016;2016;3;24;Thursday;Purim;Jewish holiday; 
25/03/2016;2016;3;25;Friday;Good Friday;State holiday;CT, DE, HI, IN, KY, LA, NC, ND, NJ, TN, TX***
25/03/2016;2016;3;25;Friday;Maryland Day;Local observance;Maryland
25/03/2016;2016;3;25;Friday;Prince Jonah Kuhio Kalanianaole Day observed;State holiday;Hawaii
26/03/2016;2016;3;26;Saturday;Holy Saturday;Christian; 
26/03/2016;2016;3;26;Saturday;Prince Jonah Kuhio Kalanianaole Day;State holiday;Hawaii
27/03/2016;2016;3;27;Sunday;Easter Sunday;Observance, Christian; 
28/03/2016;2016;3;28;Monday;Easter Monday;Observance, Christian; 
28/03/2016;2016;3;28;Monday;Seward's Day;State holiday;Alaska
