Date;Year;Month;Day;Weekday;Name;Type;Details
27/04/2009;2009;4;27;Monday;Confederate Heroes' Day;State holiday;Georgia
29/04/2009;2009;4;29;Wednesday;Yom Ha'atzmaut;Jewish holiday; 
01/05/2009;2009;5;1;Friday;Kentucky Oaks;Sporting event; 
01/05/2009;2009;5;1;Friday;Law Day;Observance; 
01/05/2009;2009;5;1;Friday;Loyalty Day;Observance; 
01/05/2009;2009;5;1;Friday;Lei Day;Local observance;Hawaii
02/05/2009;2009;5;2;Saturday;Kentucky Derby;Sporting event; 
04/05/2009;2009;5;4;Monday;Kent State Shootings Remembrance;Local observance;Ohio
04/05/2009;2009;5;4;Monday;Rhode Island Independence Day;Local observance;Rhode Island
05/05/2009;2009;5;5;Tuesday;Cinco de Mayo;Observance; 
06/05/2009;2009;5;6;Wednesday;National Nurses Day;Observance; 
07/05/2009;2009;5;7;Thursday;National Day of Prayer;Observance; 
08/05/2009;2009;5;8;Friday;Truman Day;State holiday;Missouri
08/05/2009;2009;5;8;Friday;Victory in Europe Day;Observance; 
10/05/2009;2009;5;10;Sunday;Mother's Day;Observance; 
10/05/2009;2009;5;10;Sunday;Confederate Memorial Day;State holiday;North Carolina, South Carolina
11/05/2009;2009;5;11;Monday;Confederate Memorial Day observed;State holiday;North Carolina, South Carolina
12/05/2009;2009;5;12;Tuesday;Lag BaOmer;Jewish holiday; 
15/05/2009;2009;5;15;Friday;Peace Officers Memorial Day;Observance; 
15/05/2009;2009;5;15;Friday;National Defense Transportation Day;Observance; 
16/05/2009;2009;5;16;Saturday;Armed Forces Day;Observance; 
16/05/2009;2009;5;16;Saturday;Preakness Stakes;Sporting event; 
20/05/2009;2009;5;20;Wednesday;Emergency Medical Services for Children Day;Observance; 
21/05/2009;2009;5;21;Thursday;Ascension Day;Christian; 
22/05/2009;2009;5;22;Friday;National Maritime Day;Observance; 
25/05/2009;2009;5;25;Monday;Memorial Day;Federal Holiday; 
25/05/2009;2009;5;25;Monday;Jefferson Davis' Birthday;Local observance;Mississippi
25/05/2009;2009;5;25;Monday;National Missing Children's Day;Observance; 
29/05/2009;2009;5;29;Friday;Shavuot;Jewish holiday; 
31/05/2009;2009;5;31;Sunday;Pentecost;Christian; 
01/06/2009;2009;6;1;Monday;Whit Monday;Christian; 
01/06/2009;2009;6;1;Monday;Statehood Day;Local observance;Kentucky, Tennessee
01/06/2009;2009;6;1;Monday;Jefferson Davis' Birthday;State holiday;Alabama
03/06/2009;2009;6;3;Wednesday;Jefferson Davis' Birthday;Local observance;Florida
06/06/2009;2009;6;6;Saturday;D-Day;Observance; 
06/06/2009;2009;6;6;Saturday;Belmont Stakes;Sporting event; 
07/06/2009;2009;6;7;Sunday;Trinity Sunday;Christian; 
11/06/2009;2009;6;11;Thursday;Corpus Christi;Christian; 
11/06/2009;2009;6;11;Thursday;Kamehameha Day;State holiday;Hawaii
14/06/2009;2009;6;14;Sunday;Army Birthday;Observance; 
14/06/2009;2009;6;14;Sunday;Flag Day;Observance; 
17/06/2009;2009;6;17;Wednesday;Bunker Hill Day;State holiday;Massachusetts
19/06/2009;2009;6;19;Friday;Juneteenth;Local observance;All except AZ, HI, MD, MT, ND, NH, SD, TX, UT
19/06/2009;2009;6;19;Friday;Emancipation Day;State holiday;Texas
20/06/2009;2009;6;20;Saturday;West Virginia Day;State holiday;West Virginia
20/06/2009;2009;6;20;Saturday;American Eagle Day;Observance; 
21/06/2009;2009;6;21;Sunday;June Solstice;Season; 
21/06/2009;2009;6;21;Sunday;Father's Day;Observance; 
03/07/2009;2009;7;3;Friday;Independence Day observed;Federal Holiday; 
04/07/2009;2009;7;4;Saturday;Independence Day;Federal Holiday; 
13/07/2009;2009;7;13;Monday;Nathan Bedford Forrest Day;Local observance;Tennessee
14/07/2009;2009;7;14;Tuesday;Bastille Day;Observance; 
20/07/2009;2009;7;20;Monday;Isra and Mi'raj;Muslim; 
24/07/2009;2009;7;24;Friday;Pioneer Day;State holiday;Utah
26/07/2009;2009;7;26;Sunday;Parents' Day;Observance; 
27/07/2009;2009;7;27;Monday;National Korean War Veterans Armistice Day;Observance; 
30/07/2009;2009;7;30;Thursday;Tisha B'Av;Jewish holiday; 
01/08/2009;2009;8;1;Saturday;Colorado Day;Local observance;Colorado
04/08/2009;2009;8;4;Tuesday;Coast Guard Birthday;Observance; 
05/08/2009;2009;8;5;Wednesday;Raksha Bandhan;Hindu Holiday; 
07/08/2009;2009;8;7;Friday;Purple Heart Day;Observance; 
10/08/2009;2009;8;10;Monday;Victory Day;State holiday;Rhode Island
13/08/2009;2009;8;13;Thursday;Janmashtami;Hindu Holiday; 
15/08/2009;2009;8;15;Saturday;Assumption of Mary;Christian; 
16/08/2009;2009;8;16;Sunday;Bennington Battle Day;State holiday;Vermont
17/08/2009;2009;8;17;Monday;Bennington Battle Day observed;State holiday;Vermont
19/08/2009;2009;8;19;Wednesday;National Aviation Day;Observance; 
21/08/2009;2009;8;21;Friday;Hawaii Statehood Day;State holiday;Hawaii
21/08/2009;2009;8;21;Friday;Senior Citizens Day;Observance; 
22/08/2009;2009;8;22;Saturday;Ramadan Starts;Muslim; 
23/08/2009;2009;8;23;Sunday;Ganesh Chaturthi;Hindu Holiday; 
26/08/2009;2009;8;26;Wednesday;Women's Equality Day;Observance; 
27/08/2009;2009;8;27;Thursday;Lyndon Baines Johnson Day;State holiday;Texas
07/09/2009;2009;9;7;Monday;Labor Day;Federal Holiday; 
09/09/2009;2009;9;9;Wednesday;California Admission Day;Local observance;California
11/09/2009;2009;9;11;Friday;Patriot Day;Observance; 
12/09/2009;2009;9;12;Saturday;Carl Garner Federal Lands Cleanup Day;Observance; 
13/09/2009;2009;9;13;Sunday;National Grandparents Day;Observance; 
16/09/2009;2009;9;16;Wednesday;Lailat al-Qadr;Muslim; 
17/09/2009;2009;9;17;Thursday;Constitution Day and Citizenship Day;Observance; 
18/09/2009;2009;9;18;Friday;Air Force Birthday;Observance; 
18/09/2009;2009;9;18;Friday;National POW/MIA Recognition Day;Observance; 
19/09/2009;2009;9;19;Saturday;Navratri;Hindu Holiday; 
19/09/2009;2009;9;19;Saturday;Rosh Hashana;Jewish holiday; 
19/09/2009;2009;9;19;Saturday;Rosh Hashana;State holiday;Texas***
21/09/2009;2009;9;21;Monday;Eid al-Fitr;Muslim; 
22/09/2009;2009;9;22;Tuesday;September Equinox;Season; 
22/09/2009;2009;9;22;Tuesday;Emancipation Day;Local observance;Ohio
25/09/2009;2009;9;25;Friday;Native American Day;Local observance;California
27/09/2009;2009;9;27;Sunday;Gold Star Mother's Day;Observance; 
28/09/2009;2009;9;28;Monday;Dussehra;Hindu Holiday; 
28/09/2009;2009;9;28;Monday;Yom Kippur;Jewish holiday; 
28/09/2009;2009;9;28;Monday;Yom Kippur;State holiday;Texas***
03/10/2009;2009;10;3;Saturday;First Day of Sukkot;Jewish holiday; 
04/10/2009;2009;10;4;Sunday;Feast of St Francis of Assisi;Christian; 
05/10/2009;2009;10;5;Monday;Child Health Day;Observance; 
09/10/2009;2009;10;9;Friday;Last Day of Sukkot;Jewish holiday; 
09/10/2009;2009;10;9;Friday;Leif Erikson Day;Observance; 
10/10/2009;2009;10;10;Saturday;Shmini Atzeret;Jewish holiday; 
11/10/2009;2009;10;11;Sunday;Simchat Torah;Jewish holiday; 
11/10/2009;2009;10;11;Sunday;Chicago Marathon;Sporting event; 
12/10/2009;2009;10;12;Monday;Columbus Day;Federal Holiday;All except AK, AR, CA, DE, FL, HI, MI, NV, OR, SD, TX, WA
12/10/2009;2009;10;12;Monday;Native Americans' Day;Local observance;South Dakota
12/10/2009;2009;10;12;Monday;Indigenous People's Day;Local observance;California*
13/10/2009;2009;10;13;Tuesday;Navy Birthday;Observance; 
15/10/2009;2009;10;15;Thursday;White Cane Safety Day;Observance; 
16/10/2009;2009;10;16;Friday;Boss's Day;Observance; 
17/10/2009;2009;10;17;Saturday;Diwali/Deepavali;Observance, Hinduism; 
17/10/2009;2009;10;17;Saturday;Sweetest Day;Observance;13 states
18/10/2009;2009;10;18;Sunday;Alaska Day;State holiday;Alaska
19/10/2009;2009;10;19;Monday;Alaska Day observed;State holiday;Alaska
30/10/2009;2009;10;30;Friday;Nevada Day;State holiday;Nevada
31/10/2009;2009;10;31;Saturday;Halloween;Observance; 
01/11/2009;2009;11;1;Sunday;All Saints' Day;Christian; 
01/11/2009;2009;11;1;Sunday;Daylight Saving Time ends;Clock change/Daylight Saving Time; 
01/11/2009;2009;11;1;Sunday;New York City Marathon;Sporting event; 
02/11/2009;2009;11;2;Monday;All Souls' Day;Christian; 
03/11/2009;2009;11;3;Tuesday;Election Day;Observance; 
10/11/2009;2009;11;10;Tuesday;Marine Corps Birthday;Observance; 
11/11/2009;2009;11;11;Wednesday;Veterans Day;Federal Holiday; 
26/11/2009;2009;11;26;Thursday;Thanksgiving Day;Federal Holiday; 
27/11/2009;2009;11;27;Friday;Presidents' Day;State holiday;New Mexico
27/11/2009;2009;11;27;Friday;Day After Thanksgiving;State holiday;19 states
27/11/2009;2009;11;27;Friday;Family Day;State holiday;Nevada
27/11/2009;2009;11;27;Friday;Acadian Day;State holiday;Louisiana
27/11/2009;2009;11;27;Friday;Black Friday;Observance; 
27/11/2009;2009;11;27;Friday;American Indian Heritage Day;State holiday;Maryland
28/11/2009;2009;11;28;Saturday;Eid al-Adha;Muslim; 
29/11/2009;2009;11;29;Sunday;First Sunday of Advent;Christian; 
30/11/2009;2009;11;30;Monday;Cyber Monday;Observance; 
01/12/2009;2009;12;1;Tuesday;Rosa Parks Day;Local observance;Ohio
06/12/2009;2009;12;6;Sunday;St Nicholas Day;Observance; 
07/12/2009;2009;12;7;Monday;Pearl Harbor Remembrance Day;Observance; 
08/12/2009;2009;12;8;Tuesday;Feast of the Immaculate Conception;Christian; 
12/12/2009;2009;12;12;Saturday;Chanukah/Hanukkah (first day);Jewish holiday; 
12/12/2009;2009;12;12;Saturday;Feast of Our Lady of Guadalupe;Christian; 
13/12/2009;2009;12;13;Sunday;National Guard Birthday;Observance; 
15/12/2009;2009;12;15;Tuesday;Bill of Rights Day;Observance; 
17/12/2009;2009;12;17;Thursday;Pan American Aviation Day;Observance; 
17/12/2009;2009;12;17;Thursday;Wright Brothers Day;Observance; 
18/12/2009;2009;12;18;Friday;Muharram;Muslim; 
19/12/2009;2009;12;19;Saturday;Last Day of Chanukah;Jewish holiday; 
21/12/2009;2009;12;21;Monday;December Solstice;Season; 
24/12/2009;2009;12;24;Thursday;Christmas Eve;State holiday;Texas
24/12/2009;2009;12;24;Thursday;Christmas Eve;Observance, Christian; 
24/12/2009;2009;12;24;Thursday;Washington's Birthday;State holiday;Indiana
25/12/2009;2009;12;25;Friday;Christmas Day;Federal Holiday; 
26/12/2009;2009;12;26;Saturday;Kwanzaa (first day);Observance; 
26/12/2009;2009;12;26;Saturday;Day After Christmas Day;State holiday;Texas
31/12/2009;2009;12;31;Thursday;New Year's Eve;Observance; 
