Date;Year;Month;Day;Weekday;Holiday_name;Type;Details
2013-01-01;2013;1;1;Tuesday;New Year's Day;Federal Holiday; 
2013-01-06;2013;1;6;Sunday;Epiphany;Christian; 
2013-01-07;2013;1;7;Monday;Orthodox Christmas Day;Orthodox; 
2013-01-13;2013;1;13;Sunday;Stephen Foster Memorial Day;Observance; 
2013-01-14;2013;1;14;Monday;Orthodox New Year;Orthodox; 
2013-01-18;2013;1;18;Friday;Lee-Jackson Day;State holiday;Virginia
2013-01-19;2013;1;19;Saturday;Robert E. Lee's Birthday;State holiday;Florida
2013-01-19;2013;1;19;Saturday;Confederate Heroes' Day;State holiday;Texas
2013-01-20;2013;1;20;Sunday;Inauguration Day;State holiday;DC, LA, MD, VA
2013-01-21;2013;1;21;Monday;Martin Luther King Jr. Day;Federal Holiday; 
2013-01-21;2013;1;21;Monday;Robert E. Lee's Birthday;State holiday;AL, AR, MS
2013-01-21;2013;1;21;Monday;Idaho Human Rights Day;State holiday;Idaho
2013-01-21;2013;1;21;Monday;Civil Rights Day;State holiday;Arizona, New Hampshire
2013-01-24;2013;1;24;Thursday;The Prophet's Birthday;Muslim; 
2013-01-26;2013;1;26;Saturday;Tu Bishvat/Tu B'Shevat;Jewish holiday; 
2013-01-29;2013;1;29;Tuesday;Kansas Day;Observance; 
2013-02-01;2013;2;1;Friday;National Freedom Day;Observance; 
2013-02-01;2013;2;1;Friday;National Wear Red Day;Observance; 
2013-02-01;2013;2;1;Friday;First Day of Black History Month;Annual monthly observance; 
2013-02-02;2013;2;2;Saturday;Groundhog Day;Observance; 
2013-02-03;2013;2;3;Sunday;Super Bowl;Sporting event; 
2013-02-04;2013;2;4;Monday;Rosa Parks Day;Local observance;California
2013-02-10;2013;2;10;Sunday;Chinese New Year;Observance; 
2013-02-12;2013;2;12;Tuesday;Lincoln's Birthday;State holiday;CT, IL, MO, NY
2013-02-12;2013;2;12;Tuesday;Shrove Tuesday/Mardi Gras;State holiday;AL*, LA, MS**
2013-02-12;2013;2;12;Tuesday;Shrove Tuesday/Mardi Gras;Observance, Christian; 
2013-02-13;2013;2;13;Wednesday;Ash Wednesday;Christian; 
2013-02-14;2013;2;14;Thursday;Valentine's Day;Observance; 
2013-02-14;2013;2;14;Thursday;Statehood Day;Local observance;Arizona
2013-02-15;2013;2;15;Friday;Susan B. Anthony's Birthday;Local observance;FL, NY, WI
2013-02-16;2013;2;16;Saturday;Elizabeth Peratrovich Day;Local observance;Alaska
2013-02-18;2013;2;18;Monday;Presidents' Day;Federal Holiday;All except DE, GA, IA, IN, KS, KY, LA, NC, NM, RI, WI
2013-02-18;2013;2;18;Monday;Daisy Gatson Bates Day;State holiday;Arkansas
2013-02-24;2013;2;24;Sunday;Purim;Jewish holiday; 
2013-02-28;2013;2;28;Thursday;Linus Pauling Day;Local observance;Oregon
2013-03-01;2013;3;1;Friday;St. David's Day;Observance, Christian; 
2013-03-01;2013;3;1;Friday;Read Across America Day;Observance; 
2013-03-01;2013;3;1;Friday;Employee Appreciation Day;Observance; 
2013-03-01;2013;3;1;Friday;First Day of Women's History Month;Annual monthly observance; 
2013-03-02;2013;3;2;Saturday;Texas Independence Day;State holiday;Texas
2013-03-04;2013;3;4;Monday;Casimir Pulaski Day;Local observance;Illinois**
2013-03-05;2013;3;5;Tuesday;Town Meeting Day;State holiday;Vermont
2013-03-09;2013;3;9;Saturday;Maha Shivaratri;Hindu Holiday; 
2013-03-10;2013;3;10;Sunday;Daylight Saving Time starts;Clock change/Daylight Saving Time; 
2013-03-17;2013;3;17;Sunday;St. Patrick's Day;Observance, Christian; 
2013-03-17;2013;3;17;Sunday;Evacuation Day;State holiday;Massachusetts*
2013-03-18;2013;3;18;Monday;Evacuation Day observed;State holiday;Massachusetts*
2013-03-20;2013;3;20;Wednesday;March Equinox;Season; 
2013-03-24;2013;3;24;Sunday;Palm Sunday;Christian; 
2013-03-25;2013;3;25;Monday;Maryland Day;Local observance;Maryland
2013-03-25;2013;3;25;Monday;Seward's Day;State holiday;Alaska
2013-03-26;2013;3;26;Tuesday;Passover (first day);Jewish holiday; 
2013-03-26;2013;3;26;Tuesday;Prince Jonah Kuhio Kalanianaole Day;State holiday;Hawaii
2013-03-27;2013;3;27;Wednesday;Holi;Hindu Holiday; 
2013-03-28;2013;3;28;Thursday;Maundy Thursday;Christian; 
2013-03-29;2013;3;29;Friday;Good Friday;State holiday;CT, DE, HI, IN, KY, LA, NC, ND, NJ, TN, TX***
2013-03-30;2013;3;30;Saturday;Holy Saturday;Christian; 
2013-03-31;2013;3;31;Sunday;Easter Sunday;Observance, Christian; 
2013-03-31;2013;3;31;Sunday;César Chávez Day;State holiday;CA*, CO***, TX***
2013-04-01;2013;4;1;Monday;Easter Monday;Observance, Christian; 
2013-04-01;2013;4;1;Monday;César Chávez Day observed;State holiday;California*
2013-04-02;2013;4;2;Tuesday;Last Day of Passover;Jewish holiday; 
2013-04-02;2013;4;2;Tuesday;Pascua Florida Day;Local observance;Florida
2013-04-06;2013;4;6;Saturday;National Tartan Day;Observance; 
2013-04-08;2013;4;8;Monday;Yom HaShoah;Jewish commemoration; 
2013-04-15;2013;4;15;Monday;Tax Day;Observance; 
2013-04-15;2013;4;15;Monday;Father Damien Day;Local observance;Hawaii
2013-04-15;2013;4;15;Monday;Patriot's Day;State holiday;Maine, Massachusetts
2013-04-15;2013;4;15;Monday;Boston Marathon;Sporting event; 
2013-04-16;2013;4;16;Tuesday;Yom Ha'atzmaut;Jewish holiday; 
2013-04-16;2013;4;16;Tuesday;Emancipation Day;State holiday;DC
2013-04-16;2013;4;16;Tuesday;National Library Workers' Day;Observance; 
2013-04-21;2013;4;21;Sunday;San Jacinto Day;State holiday;Texas
2013-04-22;2013;4;22;Monday;Oklahoma Day;Local observance;Oklahoma
2013-04-22;2013;4;22;Monday;Confederate Memorial Day;State holiday;Alabama
2013-04-22;2013;4;22;Monday;Confederate Heroes' Day;State holiday;Georgia
2013-04-24;2013;4;24;Wednesday;Administrative Professionals Day;Observance; 
2013-04-25;2013;4;25;Thursday;Take our Daughters and Sons to Work Day;Observance; 
2013-04-26;2013;4;26;Friday;Arbor Day;State holiday;Nebraska
2013-04-26;2013;4;26;Friday;Confederate Heroes' Day;Local observance;Florida
2013-04-28;2013;4;28;Sunday;Lag BaOmer;Jewish holiday; 
2013-04-29;2013;4;29;Monday;Confederate Memorial Day;State holiday;Mississippi
2013-05-01;2013;5;1;Wednesday;Law Day;Observance; 
2013-05-01;2013;5;1;Wednesday;Loyalty Day;Observance; 
2013-05-01;2013;5;1;Wednesday;Lei Day;Local observance;Hawaii
2013-05-02;2013;5;2;Thursday;National Day of Prayer;Observance; 
2013-05-03;2013;5;3;Friday;Orthodox Good Friday;Orthodox; 
2013-05-03;2013;5;3;Friday;Kentucky Oaks;Sporting event; 
2013-05-04;2013;5;4;Saturday;Orthodox Holy Saturday;Orthodox; 
2013-05-04;2013;5;4;Saturday;Kent State Shootings Remembrance;Local observance;Ohio
2013-05-04;2013;5;4;Saturday;Kentucky Derby;Sporting event; 
2013-05-04;2013;5;4;Saturday;Rhode Island Independence Day;Local observance;Rhode Island
2013-05-04;2013;5;4;Saturday;National Explosive Ordnance Disposal (EOD) Day;Observance; 
2013-05-05;2013;5;5;Sunday;Orthodox Easter;Orthodox; 
2013-05-05;2013;5;5;Sunday;Cinco de Mayo;Observance; 
2013-05-06;2013;5;6;Monday;Orthodox Easter Monday;Orthodox; 
2013-05-06;2013;5;6;Monday;National Nurses Day;Observance; 
2013-05-08;2013;5;8;Wednesday;Truman Day;State holiday;Missouri
2013-05-08;2013;5;8;Wednesday;Victory in Europe Day;Observance; 
2013-05-09;2013;5;9;Thursday;Ascension Day;Christian; 
2013-05-10;2013;5;10;Friday;Confederate Memorial Day;State holiday;North Carolina, South Carolina
2013-05-12;2013;5;12;Sunday;Mother's Day;Observance; 
2013-05-15;2013;5;15;Wednesday;Shavuot;Jewish holiday; 
2013-05-15;2013;5;15;Wednesday;Peace Officers Memorial Day;Observance; 
2013-05-17;2013;5;17;Friday;National Defense Transportation Day;Observance; 
2013-05-18;2013;5;18;Saturday;Armed Forces Day;Observance; 
2013-05-18;2013;5;18;Saturday;Preakness Stakes;Sporting event; 
2013-05-19;2013;5;19;Sunday;Pentecost;Christian; 
2013-05-20;2013;5;20;Monday;Whit Monday;Christian; 
2013-05-22;2013;5;22;Wednesday;Emergency Medical Services for Children Day;Observance; 
2013-05-22;2013;5;22;Wednesday;National Maritime Day;Observance; 
2013-05-22;2013;5;22;Wednesday;Harvey Milk Day;Local observance;California
2013-05-25;2013;5;25;Saturday;National Missing Children's Day;Observance; 
2013-05-26;2013;5;26;Sunday;Trinity Sunday;Christian; 
2013-05-27;2013;5;27;Monday;Memorial Day;Federal Holiday; 
2013-05-27;2013;5;27;Monday;Jefferson Davis' Birthday;Local observance;Mississippi
2013-05-30;2013;5;30;Thursday;Corpus Christi;Christian; 
2013-06-01;2013;6;1;Saturday;Statehood Day;Local observance;Kentucky, Tennessee
2013-06-03;2013;6;3;Monday;Jefferson Davis' Birthday;State holiday;Alabama
2013-06-03;2013;6;3;Monday;Jefferson Davis' Birthday;Local observance;Florida
2013-06-06;2013;6;6;Thursday;Isra and Mi'raj;Muslim; 
2013-06-06;2013;6;6;Thursday;D-Day;Observance; 
2013-06-08;2013;6;8;Saturday;Belmont Stakes;Sporting event; 
2013-06-11;2013;6;11;Tuesday;Kamehameha Day;State holiday;Hawaii
2013-06-14;2013;6;14;Friday;Army Birthday;Observance; 
2013-06-14;2013;6;14;Friday;Flag Day;Observance; 
2013-06-16;2013;6;16;Sunday;Father's Day;Observance; 
2013-06-16;2013;6;16;Sunday;Bunker Hill Day;Local observance;Massachusetts
2013-06-19;2013;6;19;Wednesday;Juneteenth;Local observance;All except AZ, HI, MD, MT, ND, NH, SD, TX, UT
2013-06-19;2013;6;19;Wednesday;Emancipation Day;State holiday;Texas
2013-06-20;2013;6;20;Thursday;West Virginia Day;State holiday;West Virginia
2013-06-20;2013;6;20;Thursday;American Eagle Day;Observance; 
2013-06-21;2013;6;21;Friday;June Solstice;Season; 
2013-07-04;2013;7;4;Thursday;Independence Day;Federal Holiday; 
2013-07-09;2013;7;9;Tuesday;Ramadan Starts;Muslim; 
2013-07-13;2013;7;13;Saturday;Nathan Bedford Forrest Day;Local observance;Tennessee
