Date;Year;Month;Day;Weekday;Name;Type;Details
01/01/2008;2008;1;1;Tuesday;New Year's Day;Federal Holiday; 
06/01/2008;2008;1;6;Sunday;Epiphany;Christian; 
07/01/2008;2008;1;7;Monday;Orthodox Christmas Day;Orthodox; 
10/01/2008;2008;1;10;Thursday;Muharram;Muslim; 
13/01/2008;2008;1;13;Sunday;Stephen Foster Memorial Day;Observance; 
14/01/2008;2008;1;14;Monday;Orthodox New Year;Orthodox; 
18/01/2008;2008;1;18;Friday;Lee-Jackson Day;State holiday;Virginia
19/01/2008;2008;1;19;Saturday;Robert E. Lee's Birthday;State holiday;Florida
19/01/2008;2008;1;19;Saturday;Confederate Heroes' Day;State holiday;Texas
21/01/2008;2008;1;21;Monday;Martin Luther King Jr. Day;Federal Holiday; 
21/01/2008;2008;1;21;Monday;Robert E. Lee's Birthday;State holiday;Alabama
21/01/2008;2008;1;21;Monday;Robert E. Lee's Birthday;State holiday;AR, GA, MS
21/01/2008;2008;1;21;Monday;Idaho Human Rights Day;State holiday;Idaho
21/01/2008;2008;1;21;Monday;Civil Rights Day;State holiday;Arizona, New Hampshire
22/01/2008;2008;1;22;Tuesday;Tu Bishvat/Tu B'Shevat;Jewish holiday; 
29/01/2008;2008;1;29;Tuesday;Kansas Day;Observance; 
01/02/2008;2008;2;1;Friday;National Freedom Day;Observance; 
01/02/2008;2008;2;1;Friday;National Wear Red Day;Observance; 
01/02/2008;2008;2;1;Friday;First Day of Black History Month;Annual monthly observance; 
02/02/2008;2008;2;2;Saturday;Groundhog Day;Observance; 
03/02/2008;2008;2;3;Sunday;Super Bowl;Sporting event; 
04/02/2008;2008;2;4;Monday;Rosa Parks Day;Local observance;California
05/02/2008;2008;2;5;Tuesday;Shrove Tuesday/Mardi Gras;Observance, Christian; 
05/02/2008;2008;2;5;Tuesday;Shrove Tuesday/Mardi Gras;State holiday;Alabama*, Louisiana
06/02/2008;2008;2;6;Wednesday;Ash Wednesday;Christian; 
07/02/2008;2008;2;7;Thursday;Chinese New Year;Observance; 
12/02/2008;2008;2;12;Tuesday;Lincoln's Birthday;State holiday;CA, CT, IL, MO, NJ, NY
14/02/2008;2008;2;14;Thursday;Valentine's Day;Observance; 
14/02/2008;2008;2;14;Thursday;Statehood Day;Local observance;Arizona
15/02/2008;2008;2;15;Friday;Susan B. Anthony's Birthday;Local observance;New York, Wisconsin
16/02/2008;2008;2;16;Saturday;Elizabeth Peratrovich Day;Local observance;Alaska
18/02/2008;2008;2;18;Monday;Presidents' Day;Federal Holiday;All except DE, GA, IA, IN, KS, KY, LA, NC, NM, RI, WI
18/02/2008;2008;2;18;Monday;Daisy Gatson Bates Day;State holiday;Arkansas
28/02/2008;2008;2;28;Thursday;Linus Pauling Day;Local observance;Oregon
01/03/2008;2008;3;1;Saturday;St. David's Day;Observance, Christian; 
01/03/2008;2008;3;1;Saturday;First Day of Women's History Month;Annual monthly observance; 
02/03/2008;2008;3;2;Sunday;Texas Independence Day;State holiday;Texas
03/03/2008;2008;3;3;Monday;Casimir Pulaski Day;Local observance;Illinois**
03/03/2008;2008;3;3;Monday;Read Across America Day;Observance; 
04/03/2008;2008;3;4;Tuesday;Town Meeting Day;State holiday;Vermont
