Date;Year;Month;Day;Weekday;Name;Type;Details
28/02/2006;2006;2;28;Tuesday;Shrove Tuesday/Mardi Gras;State holiday;Alabama*, Louisiana
28/02/2006;2006;2;28;Tuesday;Linus Pauling Day;Local observance;Oregon
01/03/2006;2006;3;1;Wednesday;Ash Wednesday;Christian; 
01/03/2006;2006;3;1;Wednesday;St. David's Day;Observance, Christian; 
01/03/2006;2006;3;1;Wednesday;First Day of Women's History Month;Annual monthly observance; 
02/03/2006;2006;3;2;Thursday;Texas Independence Day;State holiday;Texas
02/03/2006;2006;3;2;Thursday;Read Across America Day;Observance; 
03/03/2006;2006;3;3;Friday;Employee Appreciation Day;Observance; 
06/03/2006;2006;3;6;Monday;Casimir Pulaski Day;Local observance;Illinois**
07/03/2006;2006;3;7;Tuesday;Town Meeting Day;State holiday;Vermont
14/03/2006;2006;3;14;Tuesday;Purim;Jewish holiday; 
17/03/2006;2006;3;17;Friday;St. Patrick's Day;Observance, Christian; 
17/03/2006;2006;3;17;Friday;Evacuation Day;State holiday;Massachusetts*
20/03/2006;2006;3;20;Monday;March Equinox;Season; 
25/03/2006;2006;3;25;Saturday;Maryland Day;Local observance;Maryland
26/03/2006;2006;3;26;Sunday;Prince Jonah Kuhio Kalanianaole Day;State holiday;Hawaii
27/03/2006;2006;3;27;Monday;Prince Jonah Kuhio Kalanianaole Day observed;State holiday;Hawaii
27/03/2006;2006;3;27;Monday;Seward's Day;State holiday;Alaska
31/03/2006;2006;3;31;Friday;César Chávez Day;State holiday;CA*, CO***, TX***
02/04/2006;2006;4;2;Sunday;Daylight Saving Time starts;Clock change/Daylight Saving Time; 
02/04/2006;2006;4;2;Sunday;Pascua Florida Day;Local observance;Florida
03/04/2006;2006;4;3;Monday;Pascua Florida Day observed;Local observance;Florida
06/04/2006;2006;4;6;Thursday;National Tartan Day;Observance; 
09/04/2006;2006;4;9;Sunday;Palm Sunday;Christian; 
11/04/2006;2006;4;11;Tuesday;The Prophet's Birthday;Muslim; 
11/04/2006;2006;4;11;Tuesday;National Library Workers' Day;Observance; 
13/04/2006;2006;4;13;Thursday;Maundy Thursday;Christian; 
13/04/2006;2006;4;13;Thursday;Passover (first day);Jewish holiday; 
14/04/2006;2006;4;14;Friday;Good Friday;State holiday;CT, DE, HI, IN, KY, LA, NC, ND, NJ, TN, TX***
15/04/2006;2006;4;15;Saturday;Holy Saturday;Christian; 
15/04/2006;2006;4;15;Saturday;Father Damien Day;Local observance;Hawaii
16/04/2006;2006;4;16;Sunday;Easter Sunday;Observance, Christian; 
16/04/2006;2006;4;16;Sunday;Emancipation Day;State holiday;DC
17/04/2006;2006;4;17;Monday;Easter Monday;Observance, Christian; 
17/04/2006;2006;4;17;Monday;Tax Day;Observance; 
17/04/2006;2006;4;17;Monday;Emancipation Day observed;State holiday;DC
17/04/2006;2006;4;17;Monday;Patriot's Day;State holiday;Maine, Massachusetts
17/04/2006;2006;4;17;Monday;Boston Marathon;Sporting event; 
20/04/2006;2006;4;20;Thursday;Last Day of Passover;Jewish holiday; 
21/04/2006;2006;4;21;Friday;Orthodox Good Friday;Orthodox; 
21/04/2006;2006;4;21;Friday;San Jacinto Day;State holiday;Texas
22/04/2006;2006;4;22;Saturday;Orthodox Holy Saturday;Orthodox; 
22/04/2006;2006;4;22;Saturday;Oklahoma Day;Local observance;Oklahoma
23/04/2006;2006;4;23;Sunday;Orthodox Easter;Orthodox; 
24/04/2006;2006;4;24;Monday;Orthodox Easter Monday;Orthodox; 
24/04/2006;2006;4;24;Monday;Confederate Memorial Day;State holiday;Alabama
24/04/2006;2006;4;24;Monday;Confederate Memorial Day;State holiday;Mississippi
24/04/2006;2006;4;24;Monday;Confederate Heroes' Day;State holiday;Georgia
25/04/2006;2006;4;25;Tuesday;Yom HaShoah;Jewish commemoration; 
26/04/2006;2006;4;26;Wednesday;Confederate Heroes' Day;Local observance;Florida
26/04/2006;2006;4;26;Wednesday;Administrative Professionals Day;Observance; 
27/04/2006;2006;4;27;Thursday;Take our Daughters and Sons to Work Day;Observance; 
28/04/2006;2006;4;28;Friday;Arbor Day;State holiday;Nebraska
01/05/2006;2006;5;1;Monday;Law Day;Observance; 
01/05/2006;2006;5;1;Monday;Loyalty Day;Observance; 
01/05/2006;2006;5;1;Monday;Lei Day;Local observance;Hawaii
02/05/2006;2006;5;2;Tuesday;Primary Election Day;State holiday;Indiana
03/05/2006;2006;5;3;Wednesday;Yom Ha'atzmaut;Jewish holiday; 
04/05/2006;2006;5;4;Thursday;Kent State Shootings Remembrance;Local observance;Ohio
04/05/2006;2006;5;4;Thursday;National Day of Prayer;Observance; 
04/05/2006;2006;5;4;Thursday;Rhode Island Independence Day;Local observance;Rhode Island
05/05/2006;2006;5;5;Friday;Cinco de Mayo;Observance; 
05/05/2006;2006;5;5;Friday;Kentucky Oaks;Sporting event; 
06/05/2006;2006;5;6;Saturday;Kentucky Derby;Sporting event; 
06/05/2006;2006;5;6;Saturday;National Nurses Day;Observance; 
08/05/2006;2006;5;8;Monday;Truman Day;State holiday;Missouri
08/05/2006;2006;5;8;Monday;Victory in Europe Day;Observance; 
09/05/2006;2006;5;9;Tuesday;Primary Election Day;State holiday;West Virginia
10/05/2006;2006;5;10;Wednesday;Confederate Memorial Day;State holiday;North Carolina, South Carolina
14/05/2006;2006;5;14;Sunday;Mother's Day;Observance; 
15/05/2006;2006;5;15;Monday;Peace Officers Memorial Day;Observance; 
16/05/2006;2006;5;16;Tuesday;Lag BaOmer;Jewish holiday; 
19/05/2006;2006;5;19;Friday;National Defense Transportation Day;Observance; 
20/05/2006;2006;5;20;Saturday;Armed Forces Day;Observance; 
20/05/2006;2006;5;20;Saturday;Preakness Stakes;Sporting event; 
22/05/2006;2006;5;22;Monday;National Maritime Day;Observance; 
25/05/2006;2006;5;25;Thursday;Ascension Day;Christian; 
25/05/2006;2006;5;25;Thursday;National Missing Children's Day;Observance; 
29/05/2006;2006;5;29;Monday;Memorial Day;Federal Holiday; 
29/05/2006;2006;5;29;Monday;Jefferson Davis' Birthday;Local observance;Mississippi
01/06/2006;2006;6;1;Thursday;Statehood Day;Local observance;Kentucky, Tennessee
02/06/2006;2006;6;2;Friday;Shavuot;Jewish holiday; 
03/06/2006;2006;6;3;Saturday;Jefferson Davis' Birthday;Local observance;Florida
04/06/2006;2006;6;4;Sunday;Pentecost;Christian; 
05/06/2006;2006;6;5;Monday;Whit Monday;Christian; 
05/06/2006;2006;6;5;Monday;Jefferson Davis' Birthday;State holiday;Alabama
06/06/2006;2006;6;6;Tuesday;D-Day;Observance; 
10/06/2006;2006;6;10;Saturday;Belmont Stakes;Sporting event; 
11/06/2006;2006;6;11;Sunday;Trinity Sunday;Christian; 
11/06/2006;2006;6;11;Sunday;Kamehameha Day;State holiday;Hawaii
14/06/2006;2006;6;14;Wednesday;Army Birthday;Observance; 
14/06/2006;2006;6;14;Wednesday;Flag Day;Observance; 
15/06/2006;2006;6;15;Thursday;Corpus Christi;Christian; 
17/06/2006;2006;6;17;Saturday;Bunker Hill Day;State holiday;Massachusetts
18/06/2006;2006;6;18;Sunday;Father's Day;Observance; 
19/06/2006;2006;6;19;Monday;Juneteenth;Local observance;All except AZ, HI, MD, MT, ND, NH, SD, TX, UT
19/06/2006;2006;6;19;Monday;Emancipation Day;State holiday;Texas
20/06/2006;2006;6;20;Tuesday;West Virginia Day;State holiday;West Virginia
21/06/2006;2006;6;21;Wednesday;June Solstice;Season; 
04/07/2006;2006;7;4;Tuesday;Independence Day;Federal Holiday; 
13/07/2006;2006;7;13;Thursday;Nathan Bedford Forrest Day;Local observance;Tennessee
14/07/2006;2006;7;14;Friday;Bastille Day;Observance; 
23/07/2006;2006;7;23;Sunday;Parents' Day;Observance; 
24/07/2006;2006;7;24;Monday;Pioneer Day;State holiday;Utah
27/07/2006;2006;7;27;Thursday;National Korean War Veterans Armistice Day;Observance; 
01/08/2006;2006;8;1;Tuesday;Colorado Day;Local observance;Colorado
03/08/2006;2006;8;3;Thursday;Tisha B'Av;Jewish holiday; 
04/08/2006;2006;8;4;Friday;Coast Guard Birthday;Observance; 
07/08/2006;2006;8;7;Monday;Purple Heart Day;Observance; 
14/08/2006;2006;8;14;Monday;Victory Day;State holiday;Rhode Island
15/08/2006;2006;8;15;Tuesday;Assumption of Mary;Christian; 
16/08/2006;2006;8;16;Wednesday;Bennington Battle Day;State holiday;Vermont
18/08/2006;2006;8;18;Friday;Hawaii Statehood Day;State holiday;Hawaii
19/08/2006;2006;8;19;Saturday;National Aviation Day;Observance; 
21/08/2006;2006;8;21;Monday;Senior Citizens Day;Observance; 
22/08/2006;2006;8;22;Tuesday;Isra and Mi'raj;Muslim; 
26/08/2006;2006;8;26;Saturday;Women's Equality Day;Observance; 
27/08/2006;2006;8;27;Sunday;Lyndon Baines Johnson Day;State holiday;Texas
04/09/2006;2006;9;4;Monday;Labor Day;Federal Holiday; 
09/09/2006;2006;9;9;Saturday;Carl Garner Federal Lands Cleanup Day;Observance; 
09/09/2006;2006;9;9;Saturday;California Admission Day;Local observance;California
10/09/2006;2006;9;10;Sunday;National Grandparents Day;Observance; 
11/09/2006;2006;9;11;Monday;Patriot Day;Observance; 
15/09/2006;2006;9;15;Friday;National POW/MIA Recognition Day;Observance; 
17/09/2006;2006;9;17;Sunday;Constitution Day and Citizenship Day;Observance; 
18/09/2006;2006;9;18;Monday;Air Force Birthday;Observance; 
18/09/2006;2006;9;18;Monday;Constitution Day and Citizenship Day observed;Observance; 
22/09/2006;2006;9;22;Friday;Emancipation Day;Local observance;Ohio
22/09/2006;2006;9;22;Friday;Native American Day;Local observance;California
23/09/2006;2006;9;23;Saturday;September Equinox;Season; 
23/09/2006;2006;9;23;Saturday;Rosh Hashana;Jewish holiday; 
23/09/2006;2006;9;23;Saturday;Rosh Hashana;State holiday;Texas***
24/09/2006;2006;9;24;Sunday;Ramadan Starts;Muslim; 
24/09/2006;2006;9;24;Sunday;Gold Star Mother's Day;Observance; 
02/10/2006;2006;10;2;Monday;Child Health Day;Observance; 
02/10/2006;2006;10;2;Monday;Yom Kippur;State holiday;Texas***
02/10/2006;2006;10;2;Monday;Yom Kippur;Jewish holiday; 
04/10/2006;2006;10;4;Wednesday;Feast of St Francis of Assisi;Christian; 
07/10/2006;2006;10;7;Saturday;First Day of Sukkot;Jewish holiday; 
09/10/2006;2006;10;9;Monday;Leif Erikson Day;Observance; 
09/10/2006;2006;10;9;Monday;Columbus Day;Federal Holiday;All except AK, AR, HI, NV
09/10/2006;2006;10;9;Monday;Native Americans' Day;Local observance;South Dakota
09/10/2006;2006;10;9;Monday;Indigenous People's Day;Local observance;California*
13/10/2006;2006;10;13;Friday;Last Day of Sukkot;Jewish holiday; 
13/10/2006;2006;10;13;Friday;Navy Birthday;Observance; 
14/10/2006;2006;10;14;Saturday;Shmini Atzeret;Jewish holiday; 
15/10/2006;2006;10;15;Sunday;Simchat Torah;Jewish holiday; 
15/10/2006;2006;10;15;Sunday;White Cane Safety Day;Observance; 
16/10/2006;2006;10;16;Monday;Boss's Day;Observance; 
18/10/2006;2006;10;18;Wednesday;Alaska Day;State holiday;Alaska
19/10/2006;2006;10;19;Thursday;Lailat al-Qadr;Muslim; 
21/10/2006;2006;10;21;Saturday;Diwali/Deepavali;Observance, Hinduism; 
21/10/2006;2006;10;21;Saturday;Sweetest Day;Observance;13 states
22/10/2006;2006;10;22;Sunday;Chicago Marathon;Sporting event; 
24/10/2006;2006;10;24;Tuesday;Eid al-Fitr;Muslim; 
27/10/2006;2006;10;27;Friday;Nevada Day;State holiday;Nevada
29/10/2006;2006;10;29;Sunday;Daylight Saving Time ends;Clock change/Daylight Saving Time; 
31/10/2006;2006;10;31;Tuesday;Halloween;Observance; 
01/11/2006;2006;11;1;Wednesday;All Saints' Day;Christian; 
02/11/2006;2006;11;2;Thursday;All Souls' Day;Christian; 
05/11/2006;2006;11;5;Sunday;New York City Marathon;Sporting event; 
07/11/2006;2006;11;7;Tuesday;Election Day;Observance; 
09/11/2006;2006;11;9;Thursday;Return Day;State holiday;Delaware*
10/11/2006;2006;11;10;Friday;Marine Corps Birthday;Observance; 
11/11/2006;2006;11;11;Saturday;Veterans Day;Federal Holiday; 
23/11/2006;2006;11;23;Thursday;Thanksgiving Day;Federal Holiday; 
24/11/2006;2006;11;24;Friday;Presidents' Day;State holiday;New Mexico
24/11/2006;2006;11;24;Friday;Day After Thanksgiving;State holiday;19 states
24/11/2006;2006;11;24;Friday;Family Day;State holiday;Nevada
24/11/2006;2006;11;24;Friday;Acadian Day;State holiday;Louisiana
24/11/2006;2006;11;24;Friday;Black Friday;Observance; 
27/11/2006;2006;11;27;Monday;Cyber Monday;Observance; 
01/12/2006;2006;12;1;Friday;Rosa Parks Day;Local observance;Ohio
03/12/2006;2006;12;3;Sunday;First Sunday of Advent;Christian; 
06/12/2006;2006;12;6;Wednesday;St Nicholas Day;Observance; 
07/12/2006;2006;12;7;Thursday;Pearl Harbor Remembrance Day;Observance; 
08/12/2006;2006;12;8;Friday;Feast of the Immaculate Conception;Christian; 
12/12/2006;2006;12;12;Tuesday;Feast of Our Lady of Guadalupe;Christian; 
13/12/2006;2006;12;13;Wednesday;National Guard Birthday;Observance; 
15/12/2006;2006;12;15;Friday;Bill of Rights Day;Observance; 
16/12/2006;2006;12;16;Saturday;Chanukah/Hanukkah (first day);Jewish holiday; 
17/12/2006;2006;12;17;Sunday;Pan American Aviation Day;Observance; 
17/12/2006;2006;12;17;Sunday;Wright Brothers Day;Observance; 
21/12/2006;2006;12;21;Thursday;December Solstice;Season; 
23/12/2006;2006;12;23;Saturday;Last Day of Chanukah;Jewish holiday; 
24/12/2006;2006;12;24;Sunday;Christmas Eve;State holiday;Texas
24/12/2006;2006;12;24;Sunday;Christmas Eve;Observance, Christian; 
25/12/2006;2006;12;25;Monday;Christmas Day;Federal Holiday; 
25/12/2006;2006;12;25;Monday;Christmas Eve observed;State holiday;Texas
26/12/2006;2006;12;26;Tuesday;Kwanzaa (first day);Observance; 
26/12/2006;2006;12;26;Tuesday;Day After Christmas Day;State holiday;Texas
31/12/2006;2006;12;31;Sunday;Eid al-Adha;Muslim; 
31/12/2006;2006;12;31;Sunday;New Year's Eve;Observance; 
