Date;Year;Month;Day;Weekday;Name;Type;Details
22/04/2003;2003;4;22;Tuesday;Oklahoma Day;Local observance;Oklahoma
23/04/2003;2003;4;23;Wednesday;Administrative Professionals Day;Observance;
24/04/2003;2003;4;24;Thursday;Last Day of Passover;Jewish holiday;
24/04/2003;2003;4;24;Thursday;Take our Daughters and Sons to Work Day;Observance;
25/04/2003;2003;4;25;Friday;Orthodox Good Friday;Orthodox;
25/04/2003;2003;4;25;Friday;Arbor Day;State holiday;Nebraska
26/04/2003;2003;4;26;Saturday;Orthodox Holy Saturday;Orthodox;
26/04/2003;2003;4;26;Saturday;Confederate Heroes' Day;Local observance;Florida
27/04/2003;2003;4;27;Sunday;Orthodox Easter;Orthodox;
28/04/2003;2003;4;28;Monday;Orthodox Easter Monday;Orthodox;
28/04/2003;2003;4;28;Monday;Confederate Memorial Day;State holiday;Alabama
28/04/2003;2003;4;28;Monday;Confederate Memorial Day;State holiday;Mississippi
28/04/2003;2003;4;28;Monday;Confederate Heroes' Day;State holiday;Georgia
29/04/2003;2003;4;29;Tuesday;Yom HaShoah;Jewish commemoration;
01/05/2003;2003;5;1;Thursday;Law Day;Observance;
01/05/2003;2003;5;1;Thursday;Loyalty Day;Observance;
01/05/2003;2003;5;1;Thursday;National Day of Prayer;Observance;
01/05/2003;2003;5;1;Thursday;Lei Day;Local observance;Hawaii
02/05/2003;2003;5;2;Friday;Kentucky Oaks;Sporting event;
03/05/2003;2003;5;3;Saturday;Kentucky Derby;Sporting event;
04/05/2003;2003;5;4;Sunday;Kent State Shootings Remembrance;Local observance;Ohio
04/05/2003;2003;5;4;Sunday;Rhode Island Independence Day;Local observance;Rhode Island
05/05/2003;2003;5;5;Monday;Cinco de Mayo;Observance;
06/05/2003;2003;5;6;Tuesday;National Nurses Day;Observance;
07/05/2003;2003;5;7;Wednesday;Yom Ha'atzmaut;Jewish holiday;
08/05/2003;2003;5;8;Thursday;Truman Day;State holiday;Missouri
08/05/2003;2003;5;8;Thursday;Victory in Europe Day;Observance;
09/05/2003;2003;5;9;Friday;Confederate Memorial Day observed;State holiday;South Carolina
10/05/2003;2003;5;10;Saturday;Confederate Memorial Day;State holiday;North Carolina, South Carolina
11/05/2003;2003;5;11;Sunday;Mother's Day;Observance;
14/05/2003;2003;5;14;Wednesday;The Prophet's Birthday;Muslim;
15/05/2003;2003;5;15;Thursday;Peace Officers Memorial Day;Observance;
16/05/2003;2003;5;16;Friday;National Defense Transportation Day;Observance;
17/05/2003;2003;5;17;Saturday;Armed Forces Day;Observance;
17/05/2003;2003;5;17;Saturday;Preakness Stakes;Sporting event;
20/05/2003;2003;5;20;Tuesday;Lag BaOmer;Jewish holiday;
22/05/2003;2003;5;22;Thursday;National Maritime Day;Observance;
25/05/2003;2003;5;25;Sunday;National Missing Children's Day;Observance;
26/05/2003;2003;5;26;Monday;Memorial Day;Federal Holiday;
26/05/2003;2003;5;26;Monday;Jefferson Davis' Birthday;Local observance;Mississippi
29/05/2003;2003;5;29;Thursday;Ascension Day;Christian;
01/06/2003;2003;6;1;Sunday;Statehood Day;Local observance;Kentucky, Tennessee
02/06/2003;2003;6;2;Monday;Jefferson Davis' Birthday;State holiday;Alabama
03/06/2003;2003;6;3;Tuesday;Jefferson Davis' Birthday;Local observance;Florida
06/06/2003;2003;6;6;Friday;Shavuot;Jewish holiday;
06/06/2003;2003;6;6;Friday;D-Day;Observance;
07/06/2003;2003;6;7;Saturday;Belmont Stakes;Sporting event;
08/06/2003;2003;6;8;Sunday;Pentecost;Christian;
09/06/2003;2003;6;9;Monday;Whit Monday;Christian;
11/06/2003;2003;6;11;Wednesday;Kamehameha Day;State holiday;Hawaii
14/06/2003;2003;6;14;Saturday;Army Birthday;Observance;
14/06/2003;2003;6;14;Saturday;Flag Day;Observance;
15/06/2003;2003;6;15;Sunday;Trinity Sunday;Christian;
15/06/2003;2003;6;15;Sunday;Father's Day;Observance;
17/06/2003;2003;6;17;Tuesday;Bunker Hill Day;State holiday;Massachusetts
19/06/2003;2003;6;19;Thursday;Corpus Christi;Christian;
19/06/2003;2003;6;19;Thursday;Juneteenth;Local observance;All except AZ, HI, MD, MT, ND, NH, SD, TX, UT
19/06/2003;2003;6;19;Thursday;Emancipation Day;State holiday;Texas
20/06/2003;2003;6;20;Friday;West Virginia Day;State holiday;West Virginia
21/06/2003;2003;6;21;Saturday;June Solstice;Season;
04/07/2003;2003;7;4;Friday;Independence Day;Federal Holiday;
13/07/2003;2003;7;13;Sunday;Nathan Bedford Forrest Day;Local observance;Tennessee
14/07/2003;2003;7;14;Monday;Bastille Day;Observance;
24/07/2003;2003;7;24;Thursday;Pioneer Day;State holiday;Utah
27/07/2003;2003;7;27;Sunday;Parents' Day;Observance;
27/07/2003;2003;7;27;Sunday;National Korean War Veterans Armistice Day;Observance;
01/08/2003;2003;8;1;Friday;Colorado Day;Local observance;Colorado
04/08/2003;2003;8;4;Monday;Coast Guard Birthday;Observance;
07/08/2003;2003;8;7;Thursday;Tisha B'Av;Jewish holiday;
07/08/2003;2003;8;7;Thursday;Purple Heart Day;Observance;
11/08/2003;2003;8;11;Monday;Victory Day;State holiday;Rhode Island
15/08/2003;2003;8;15;Friday;Assumption of Mary;Christian;
15/08/2003;2003;8;15;Friday;Hawaii Statehood Day;State holiday;Hawaii
15/08/2003;2003;8;15;Friday;Bennington Battle Day observed;State holiday;Vermont
16/08/2003;2003;8;16;Saturday;Bennington Battle Day;State holiday;Vermont
19/08/2003;2003;8;19;Tuesday;National Aviation Day;Observance;
21/08/2003;2003;8;21;Thursday;Senior Citizens Day;Observance;
26/08/2003;2003;8;26;Tuesday;Women's Equality Day;Observance;
27/08/2003;2003;8;27;Wednesday;Lyndon Baines Johnson Day;State holiday;Texas
01/09/2003;2003;9;1;Monday;Labor Day;Federal Holiday;
06/09/2003;2003;9;6;Saturday;Carl Garner Federal Lands Cleanup Day;Observance;
07/09/2003;2003;9;7;Sunday;National Grandparents Day;Observance;
09/09/2003;2003;9;9;Tuesday;California Admission Day;Local observance;California
11/09/2003;2003;9;11;Thursday;Patriot Day;Observance;
17/09/2003;2003;9;17;Wednesday;Citizenship Day;Observance;
18/09/2003;2003;9;18;Thursday;Air Force Birthday;Observance;
19/09/2003;2003;9;19;Friday;National POW/MIA Recognition Day;Observance;
22/09/2003;2003;9;22;Monday;Emancipation Day;Local observance;Ohio
23/09/2003;2003;9;23;Tuesday;September Equinox;Season;
24/09/2003;2003;9;24;Wednesday;Isra and Mi'raj;Muslim;
26/09/2003;2003;9;26;Friday;Native American Day;Local observance;California
27/09/2003;2003;9;27;Saturday;Rosh Hashana;State holiday;Texas***
27/09/2003;2003;9;27;Saturday;Rosh Hashana;Jewish holiday;
28/09/2003;2003;9;28;Sunday;Gold Star Mother's Day;Observance;
04/10/2003;2003;10;4;Saturday;Feast of St Francis of Assisi;Christian;
06/10/2003;2003;10;6;Monday;Child Health Day;Observance;
06/10/2003;2003;10;6;Monday;Yom Kippur;State holiday;Texas***
06/10/2003;2003;10;6;Monday;Yom Kippur;Jewish holiday;
09/10/2003;2003;10;9;Thursday;Leif Erikson Day;Observance;
11/10/2003;2003;10;11;Saturday;First Day of Sukkot;Jewish holiday;
12/10/2003;2003;10;12;Sunday;Chicago Marathon;Sporting event;
13/10/2003;2003;10;13;Monday;Navy Birthday;Observance;
13/10/2003;2003;10;13;Monday;Columbus Day;Federal Holiday;All except AK, AR, HI, NV
13/10/2003;2003;10;13;Monday;Native Americans' Day;Local observance;South Dakota
13/10/2003;2003;10;13;Monday;Indigenous People's Day;Local observance;California**
15/10/2003;2003;10;15;Wednesday;White Cane Safety Day;Observance;
16/10/2003;2003;10;16;Thursday;Boss's Day;Observance;
17/10/2003;2003;10;17;Friday;Last Day of Sukkot;Jewish holiday;
17/10/2003;2003;10;17;Friday;Alaska Day observed;State holiday;Alaska
18/10/2003;2003;10;18;Saturday;Shmini Atzeret;Jewish holiday;
18/10/2003;2003;10;18;Saturday;Alaska Day;State holiday;Alaska
18/10/2003;2003;10;18;Saturday;Sweetest Day;Observance;13 states
19/10/2003;2003;10;19;Sunday;Simchat Torah;Jewish holiday;
26/10/2003;2003;10;26;Sunday;Daylight Saving Time ends;Clock change/Daylight Saving Time;
27/10/2003;2003;10;27;Monday;Ramadan Starts;Muslim;
31/10/2003;2003;10;31;Friday;Halloween;Observance;
31/10/2003;2003;10;31;Friday;Nevada Day;State holiday;Nevada
01/11/2003;2003;11;1;Saturday;All Saints' Day;Christian;
02/11/2003;2003;11;2;Sunday;All Souls' Day;Christian;
02/11/2003;2003;11;2;Sunday;New York City Marathon;Sporting event;
04/11/2003;2003;11;4;Tuesday;Election Day;Observance;
10/11/2003;2003;11;10;Monday;Marine Corps Birthday;Observance;
11/11/2003;2003;11;11;Tuesday;Veterans Day;Federal Holiday;
21/11/2003;2003;11;21;Friday;Lailat al-Qadr;Muslim;
26/11/2003;2003;11;26;Wednesday;Eid al-Fitr;Muslim;
27/11/2003;2003;11;27;Thursday;Thanksgiving Day;Federal Holiday;
28/11/2003;2003;11;28;Friday;Day After Thanksgiving;State holiday;19 states
28/11/2003;2003;11;28;Friday;Family Day;State holiday;Nevada
28/11/2003;2003;11;28;Friday;Acadian Day;State holiday;Louisiana
28/11/2003;2003;11;28;Friday;Black Friday;Observance;
30/11/2003;2003;11;30;Sunday;First Sunday of Advent;Christian;
06/12/2003;2003;12;6;Saturday;St Nicholas Day;Observance;
07/12/2003;2003;12;7;Sunday;Pearl Harbor Remembrance Day;Observance;
08/12/2003;2003;12;8;Monday;Feast of the Immaculate Conception;Christian;
12/12/2003;2003;12;12;Friday;Feast of Our Lady of Guadalupe;Christian;
13/12/2003;2003;12;13;Saturday;National Guard Birthday;Observance;
15/12/2003;2003;12;15;Monday;Bill of Rights Day;Observance;
17/12/2003;2003;12;17;Wednesday;Pan American Aviation Day;Observance;
17/12/2003;2003;12;17;Wednesday;Wright Brothers Day;Observance;
20/12/2003;2003;12;20;Saturday;Chanukah/Hanukkah (first day);Jewish holiday;
22/12/2003;2003;12;22;Monday;December Solstice;Season;
24/12/2003;2003;12;24;Wednesday;Christmas Eve;State holiday;Texas
24/12/2003;2003;12;24;Wednesday;Christmas Eve;Observance, Christian;
25/12/2003;2003;12;25;Thursday;Christmas Day;Federal Holiday;
26/12/2003;2003;12;26;Friday;Kwanzaa (first day);Observance;
26/12/2003;2003;12;26;Friday;Day After Christmas Day;State holiday;Texas
27/12/2003;2003;12;27;Saturday;Last Day of Chanukah;Jewish holiday;
31/12/2003;2003;12;31;Wednesday;New Year's Eve;Observance;
