Date;Year;Month;Day;Weekday;Name;Type;Details
01/01/2005;2005;1;1;Saturday;New Year's Day;Federal Holiday; 
06/01/2005;2005;1;6;Thursday;Epiphany;Christian; 
07/01/2005;2005;1;7;Friday;Orthodox Christmas Day;Orthodox; 
13/01/2005;2005;1;13;Thursday;Stephen Foster Memorial Day;Observance; 
14/01/2005;2005;1;14;Friday;Orthodox New Year;Orthodox; 
14/01/2005;2005;1;14;Friday;Lee-Jackson Day;State holiday;Virginia
17/01/2005;2005;1;17;Monday;Martin Luther King Jr. Day;Federal Holiday; 
17/01/2005;2005;1;17;Monday;Robert E. Lee's Birthday;State holiday;AL, GA, MS
17/01/2005;2005;1;17;Monday;Robert E. Lee's Birthday;State holiday;Arkansas
17/01/2005;2005;1;17;Monday;Idaho Human Rights Day;State holiday;Idaho
17/01/2005;2005;1;17;Monday;Civil Rights Day;State holiday;Arizona, New Hampshire
19/01/2005;2005;1;19;Wednesday;Robert E. Lee's Birthday;State holiday;Florida
19/01/2005;2005;1;19;Wednesday;Confederate Heroes' Day;State holiday;Texas
20/01/2005;2005;1;20;Thursday;Inauguration Day;State holiday;DC, LA, MD, VA
21/01/2005;2005;1;21;Friday;Eid al-Adha;Muslim; 
25/01/2005;2005;1;25;Tuesday;Tu Bishvat/Tu B'Shevat;Jewish holiday; 
29/01/2005;2005;1;29;Saturday;Kansas Day;Observance; 
01/02/2005;2005;2;1;Tuesday;National Freedom Day;Observance; 
01/02/2005;2005;2;1;Tuesday;First Day of Black History Month;Annual monthly observance; 
02/02/2005;2005;2;2;Wednesday;Groundhog Day;Observance; 
04/02/2005;2005;2;4;Friday;Rosa Parks Day;Local observance;California
04/02/2005;2005;2;4;Friday;National Wear Red Day;Observance; 
06/02/2005;2005;2;6;Sunday;Super Bowl;Sporting event; 
08/02/2005;2005;2;8;Tuesday;Shrove Tuesday/Mardi Gras;State holiday;Alabama*, Louisiana
08/02/2005;2005;2;8;Tuesday;Shrove Tuesday/Mardi Gras;Observance, Christian; 
09/02/2005;2005;2;9;Wednesday;Ash Wednesday;Christian; 
09/02/2005;2005;2;9;Wednesday;Chinese New Year;Observance; 
10/02/2005;2005;2;10;Thursday;Muharram;Muslim; 
11/02/2005;2005;2;11;Friday;Lincoln's Birthday observed;State holiday;CA, CT, IL, MO, NJ, NY
12/02/2005;2005;2;12;Saturday;Lincoln's Birthday;State holiday;CA, CT, IL, MO, NJ, NY
14/02/2005;2005;2;14;Monday;Valentine's Day;Observance; 
14/02/2005;2005;2;14;Monday;Statehood Day;Local observance;Arizona
15/02/2005;2005;2;15;Tuesday;Susan B. Anthony's Birthday;Local observance;New York, Wisconsin
16/02/2005;2005;2;16;Wednesday;Elizabeth Peratrovich Day;Local observance;Alaska
21/02/2005;2005;2;21;Monday;Presidents' Day;Federal Holiday;All except DE, GA, IA, IN, KS, KY, LA, NC, NM, RI, WI
21/02/2005;2005;2;21;Monday;Daisy Gatson Bates Day;State holiday;Arkansas
28/02/2005;2005;2;28;Monday;Linus Pauling Day;Local observance;Oregon
01/03/2005;2005;3;1;Tuesday;St. David's Day;Observance, Christian; 
01/03/2005;2005;3;1;Tuesday;Town Meeting Day;State holiday;Vermont
01/03/2005;2005;3;1;Tuesday;First Day of Women's History Month;Annual monthly observance; 
02/03/2005;2005;3;2;Wednesday;Texas Independence Day;State holiday;Texas
02/03/2005;2005;3;2;Wednesday;Read Across America Day;Observance; 
04/03/2005;2005;3;4;Friday;Employee Appreciation Day;Observance; 
07/03/2005;2005;3;7;Monday;Casimir Pulaski Day;Local observance;Illinois**
17/03/2005;2005;3;17;Thursday;St. Patrick's Day;Observance, Christian; 
17/03/2005;2005;3;17;Thursday;Evacuation Day;State holiday;Massachusetts*
20/03/2005;2005;3;20;Sunday;Palm Sunday;Christian; 
20/03/2005;2005;3;20;Sunday;March Equinox;Season; 
24/03/2005;2005;3;24;Thursday;Maundy Thursday;Christian; 
25/03/2005;2005;3;25;Friday;Purim;Jewish holiday; 
25/03/2005;2005;3;25;Friday;Good Friday;State holiday;CT, DE, HI, IN, KY, LA, NC, ND, NJ, TN, TX***
25/03/2005;2005;3;25;Friday;Maryland Day;Local observance;Maryland
25/03/2005;2005;3;25;Friday;Prince Jonah Kuhio Kalanianaole Day observed;State holiday;Hawaii
26/03/2005;2005;3;26;Saturday;Holy Saturday;Christian; 
26/03/2005;2005;3;26;Saturday;Prince Jonah Kuhio Kalanianaole Day;State holiday;Hawaii
27/03/2005;2005;3;27;Sunday;Easter Sunday;Observance, Christian; 
28/03/2005;2005;3;28;Monday;Easter Monday;Observance, Christian; 
28/03/2005;2005;3;28;Monday;Seward's Day;State holiday;Alaska
31/03/2005;2005;3;31;Thursday;César Chávez Day;State holiday;CA*, CO***, TX***
01/04/2005;2005;4;1;Friday;Pascua Florida Day observed;Local observance;Florida
02/04/2005;2005;4;2;Saturday;Pascua Florida Day;Local observance;Florida
03/04/2005;2005;4;3;Sunday;Daylight Saving Time starts;Clock change/Daylight Saving Time; 
06/04/2005;2005;4;6;Wednesday;National Tartan Day;Observance; 
12/04/2005;2005;4;12;Tuesday;National Library Workers' Day;Observance; 
15/04/2005;2005;4;15;Friday;Tax Day;Observance; 
15/04/2005;2005;4;15;Friday;Father Damien Day;Local observance;Hawaii
15/04/2005;2005;4;15;Friday;Emancipation Day observed;State holiday;DC
