Group,decTime,AM0,BM0,ent0,pow0,Cent0,pk0,freq0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,pow1,Cent1,pk1,freq1,skew1,kurt1,Hmob1,Hcomp1,AM2,BM2,ent2,pow2,Cent2,pk2,freq2,skew2,kurt2,Hmob2,Hcomp2
nogroup,215.07096147537231,10.31260023234616,28514493.89881749,7.472765532936375,8728169.134649226,7.2513446820818395,35512.163960022284,7.0078125,-2.0662957646831575,288.6392649020101,1.5847457596579224,1.078699504515191,3.3641385740844103,13680272.40989402,4.836339404454969,352584761.19892365,3.311419002483529,256477.44027713902,1.9921875,0.31096994209323686,2.8959509588440246,0.8677296498875532,1.1750496390996075,0.011263335364858748,185163.31601220815,3.418697217421309,21894139537578.36,0.8556690873203001,86346344.41207702,1.0078125,0.484789185891001,0.29595941216749333,0.22705361408308092,1.6460332686981505
