Group,decTime,AM0,BM0,ent0,pow0,Cent0,pk0,freq0,skew0,kurt0,Hmob0,Hcomp0
nogroup,0.007000923156738281,0.012805707338585704,205920.5170919288,3.555579207814538,22555683582973.223,0.9247222917385799,87177824.03543617,1.0078125,0.45444037929197867,0.1855853423867937,0.2564991854798852,2.445489751473957
