Date,Hour,DA_DEMD,DEMAND,DA_LMP,DA_EC,DA_CC,DA_MLC,RT_LMP,RT_EC,RT_CC,RT_MLC,DryBulb,DewPnt,SYSLoad,RegCP
2005-01-01,1,9409,12118,40.75,40.12,0.0,0.63,47.49,47.12,0.0,0.37,44,38,12231,23.06
2005-01-01,2,9270,11385,37.87,37.28,0.0,0.59,42.66,42.29,0.0,0.37,44,38,11480,25.0
2005-01-01,3,8982,10847,35.82,35.26,0.0,0.56,35.2,34.88,0.0,0.32,43,38,10941,25.23
2005-01-01,4,8990,10576,35.82,35.25,0.0,0.57,39.95,39.55,0.0,0.4,41,37,10665,25.23
2005-01-01,5,9086,10505,35.42,34.86,0.0,0.56,44.59,44.13,0.0,0.46,42,37,10599,25.66
2005-01-01,6,9534,10679,37.81,37.2,0.0,0.61,44.71,44.25,0.0,0.46,40,37,10795,26.84
2005-01-01,7,10529,11078,43.36,42.65,0.0,0.71,31.93,31.58,0.0,0.35,40,36,11207,35.38
2005-01-01,8,11216,11429,44.18,43.46,0.0,0.72,9.47,9.38,0.0,0.09,41,37,11540,18.63
2005-01-01,9,12111,12111,46.93,46.18,0.0,0.75,23.46,23.18,0.0,0.28,41,37,12248,18.44
2005-01-01,10,13181,12896,47.5,46.76,0.0,0.74,39.2,38.67,0.0,0.53,45,38,13049,18.99
2005-01-01,11,13044,13488,50.53,49.74,0.0,0.79,51.88,51.15,0.0,0.73,48,35,13649,20.43
2005-01-01,12,12985,13812,50.53,49.74,0.0,0.79,51.05,50.36,0.0,0.69,49,30,14002,20.44
2005-01-01,13,12593,13828,47.27,46.53,0.0,0.74,48.04,47.47,0.0,0.57,49,29,14003,16.84
2005-01-01,14,12293,13637,45.3,44.6,0.0,0.7,45.54,45.02,0.0,0.52,48,27,13800,16.91
2005-01-01,15,12134,13446,44.75,44.05,0.0,0.7,43.96,43.46,0.0,0.5,46,27,13611,16.38
2005-01-01,16,12277,13571,45.14,44.42,0.0,0.72,46.78,46.24,0.0,0.54,45,26,13732,16.75
2005-01-01,17,13848,14827,56.28,55.38,0.0,0.9,78.19,77.23,0.0,0.96,43,26,15009,25.51
2005-01-01,18,14852,16244,69.53,68.41,0.0,1.12,84.26,83.19,0.0,1.07,40,26,16473,23.77
2005-01-01,19,14675,16224,63.71,62.69,0.0,1.02,69.7,68.73,0.0,0.97,39,25,16452,14.98
2005-01-01,20,14404,15889,60.37,59.41,0.0,0.96,70.57,69.57,0.0,1.0,38,25,16108,14.98
2005-01-01,21,13741,15445,55.0,54.12,0.0,0.88,57.0,56.23,0.0,0.77,36,24,15656,23.94
2005-01-01,22,12944,14781,54.01,53.15,0.0,0.86,61.39,60.55,0.0,0.84,35,23,14980,22.73
2005-01-01,23,11659,13850,49.01,48.23,0.0,0.78,51.56,50.87,0.0,0.69,35,23,14014,27.76
2005-01-01,24,10660,12800,47.27,46.52,0.0,0.75,44.18,43.6,0.0,0.58,34,20,12949,28.0
2005-01-02,1,10914,11865,45.34,44.67,0.0,0.67,38.78,38.24,0.0,0.54,32,20,11998,17.11
2005-01-02,2,10505,11341,41.65,41.04,0.0,0.61,38.74,38.17,0.0,0.57,30,19,11471,21.86
2005-01-02,3,10421,11086,41.11,40.49,0.0,0.62,43.1,42.44,0.0,0.66,30,18,11215,22.57
2005-01-02,4,10297,11022,41.1,40.48,0.0,0.62,42.28,41.62,0.0,0.66,29,17,11151,22.58
2005-01-02,5,10397,11123,41.11,40.48,0.0,0.63,43.1,42.45,0.0,0.65,28,15,11246,22.57
2005-01-02,6,10742,11415,45.01,44.31,0.0,0.7,48.34,47.56,0.0,0.78,27,14,11548,17.53
2005-01-02,7,11206,12039,45.01,44.3,0.0,0.71,44.09,43.56,-0.1,0.63,26,14,12182,30.36
2005-01-02,8,11914,12652,43.81,43.13,0.0,0.68,34.93,34.69,-0.28,0.52,25,13,12804,36.46
2005-01-02,9,12914,13565,50.51,49.74,0.0,0.77,50.83,50.01,0.0,0.82,26,13,13725,27.54
2005-01-02,10,13673,14350,59.28,58.39,0.0,0.89,47.76,47.11,0.0,0.65,28,13,14515,29.21
2005-01-02,11,13941,14776,59.28,58.4,0.0,0.88,45.71,45.1,0.0,0.61,30,14,14948,29.21
2005-01-02,12,13873,14983,59.54,58.66,0.0,0.88,52.7,51.96,0.0,0.74,31,15,15161,29.52
2005-01-02,13,13831,15057,59.64,58.76,0.0,0.88,53.75,53.02,0.0,0.73,32,17,15258,29.65
2005-01-02,14,13769,15004,54.98,54.17,0.0,0.81,51.61,50.88,0.0,0.73,33,18,15207,16.22
2005-01-02,15,13651,15036,54.75,53.94,0.0,0.81,52.87,52.13,0.0,0.74,34,21,15207,23.69
2005-01-02,16,13965,15367,51.98,51.21,0.0,0.77,57.19,56.43,0.0,0.76,34,23,15554,20.29
2005-01-02,17,15372,16772,73.25,72.14,0.0,1.11,104.49,103.11,0.0,1.38,35,24,17016,35.94
2005-01-02,18,16207,17821,83.12,81.85,0.0,1.27,87.7,86.4,0.0,1.3,34,26,18119,33.92
2005-01-02,19,16205,17667,81.02,79.79,0.0,1.23,80.76,79.58,0.0,1.18,34,28,17864,29.24
2005-01-02,20,15960,17170,79.19,77.56,0.45,1.18,64.63,63.64,0.0,0.99,34,29,17400,16.26
2005-01-02,21,15387,16401,73.11,72.02,0.0,1.09,54.54,53.73,0.0,0.81,35,29,16637,14.98
2005-01-02,22,14285,15254,60.31,59.42,0.0,0.89,50.28,49.53,0.0,0.75,36,31,15456,17.98
2005-01-02,23,12796,13819,52.37,51.59,0.0,0.78,41.41,40.82,0.0,0.59,36,32,14056,22.49
2005-01-02,24,11559,12492,50.51,49.76,0.0,0.75,39.38,38.79,0.0,0.59,38,34,12687,27.54
2005-01-03,1,11416,11580,44.9,44.22,0.0,0.68,38.96,38.28,0.0,0.68,40,36,11744,17.76
2005-01-03,2,11277,11083,42.78,42.11,0.0,0.67,39.78,39.0,0.0,0.78,41,37,11263,20.49
2005-01-03,3,11260,10836,41.98,41.32,0.0,0.66,32.65,32.0,0.0,0.65,42,39,11027,21.52
2005-01-03,4,11253,10774,41.64,40.98,0.0,0.66,14.64,14.58,-0.23,0.29,43,40,10950,21.96
2005-01-03,5,11584,11033,41.64,40.98,0.0,0.66,31.76,31.34,-0.22,0.64,44,41,11209,21.96
2005-01-03,6,12413,12101,44.03,43.34,0.0,0.69,42.94,42.27,-0.14,0.81,44,42,12279,18.89
2005-01-03,7,14156,14239,53.11,52.28,0.0,0.83,49.42,48.58,-0.01,0.85,44,42,14415,24.44
2005-01-03,8,15623,15598,62.7,61.7,0.0,1.0,44.66,43.92,0.0,0.74,44,41,15767,28.0
2005-01-03,9,15775,15887,64.66,63.64,0.0,1.02,42.26,41.56,0.0,0.7,44,41,16098,20.4
2005-01-03,10,15727,16120,64.68,64.63,-0.98,1.03,46.45,45.68,0.0,0.77,45,42,16284,20.4
2005-01-03,11,15891,16283,63.98,64.1,-1.14,1.02,49.07,48.23,0.0,0.84,46,42,16447,20.74
2005-01-03,12,15665,16262,62.86,63.23,-1.37,1.0,49.8,48.95,0.0,0.85,48,42,16437,33.37
2005-01-03,13,15550,16134,60.4,61.33,-1.9,0.97,49.38,48.56,0.0,0.82,49,43,16312,30.34
2005-01-03,14,15489,16041,58.17,59.43,-2.2,0.94,45.36,44.62,0.0,0.74,50,43,16224,27.61
2005-01-03,15,15570,15944,54.9,54.04,0.0,0.86,38.78,38.18,0.0,0.6,50,42,16113,23.76
2005-01-03,16,15852,16183,54.0,53.15,0.0,0.85,44.0,43.32,0.0,0.68,49,42,16356,22.66
2005-01-03,17,17105,17467,65.25,67.18,-3.02,1.09,57.52,56.56,0.0,0.96,48,42,17652,20.15
2005-01-03,18,17802,18468,78.83,77.96,-0.39,1.26,59.5,58.44,0.0,1.06,47,42,18696,31.82
2005-01-03,19,17760,18249,75.5,75.3,-1.02,1.22,47.45,46.73,0.0,0.72,47,42,18447,31.58
