Group,decTime,AM0,BM0,ent0,pow0,Cent0,pk0,freq0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,pow1,Cent1,pk1,freq1,skew1,kurt1,Hmob1,Hcomp1
nogroup,0.27484679222106934,0.0009355538083404155,7996.827688499816,3.5650147774720065,885150756611.7822,0.12817044604255187,14401110.241180751,0.140625,0.6991635044498485,0.13014191762350436,0.027770873696960865,2.752916223146735,0.12573170410630474,4943103.636520861,2.49160514087535,21669105753152.69,1.1860998325683703,87177797.63169254,1.0078125,-0.4648647522782977,-0.787085206704845,0.3362534850483381,1.8215227726536227
