Group,decTime,AM0,BM0,ent0,pow0,Cent0,pk0,freq0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,pow1,Cent1,pk1,freq1,skew1,kurt1,Hmob1,Hcomp1,AM2,BM2,ent2,pow2,Cent2,pk2,freq2,skew2,kurt2,Hmob2,Hcomp2
nogroup,0.6911556720733643,0.40086689651941804,8495538.884368623,4.310319708745694,249252429038.60092,2.056375182665537,9434859.070762403,1.9921875,0.07916232056633928,4.385365862265547,0.5712355810143909,1.5695366001896889,0.05913799613944884,4239800.843389967,3.2766108029305436,8649146418754.911,1.0286811424384164,55282863.5768018,1.0078125,0.03861992779267939,-0.08245176349454075,0.27563831715349496,1.219004939847679,0.0038123720189804757,31873.639171980896,4.822412104754716,817370056901.465,0.3931633986055022,12770612.501018325,0.140625,0.32323764361278384,-0.1309028775394796,0.10828179618288339,2.313577390164022
