Group,decTime,AM0,BM0,ent0,pow0,Cent0,pk0,freq0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,pow1,Cent1,pk1,freq1,skew1,kurt1,Hmob1,Hcomp1
nogroup,0.11527085304260254,0.0008380690506530034,5979.416236251411,3.3546572199089297,688966626501.5284,0.11260137461521236,11967012.440075321,0.140625,0.6830666368150983,0.003906316556408829,0.025780948714560412,10.68666043856895,0.026108604740211334,4219187.259643167,1.6698787941699191,21060959406035.73,1.0062044132107553,87144600.64022376,1.0078125,-0.13007557627942015,-0.758325156669752,0.26395174070450067,1.0361266558725923
