Date;Year;Month;Day;Weekday;Holiday_name;Type;Details
2019-03-05;2019;3;5;Tuesday;Town Meeting Day;State holiday;Vermont
2019-03-06;2019;3;6;Wednesday;Ash Wednesday;Christian; 
2019-03-10;2019;3;10;Sunday;Daylight Saving Time starts;Clock change/Daylight Saving Time; 
2019-03-17;2019;3;17;Sunday;St. Patrick's Day;Observance, Christian; 
2019-03-17;2019;3;17;Sunday;Evacuation Day;State holiday;Massachusetts**
2019-03-18;2019;3;18;Monday;Evacuation Day observed;State holiday;Massachusetts**
2019-03-20;2019;3;20;Wednesday;March Equinox;Season; 
2019-03-21;2019;3;21;Thursday;Holi;Hindu Holiday; 
2019-03-21;2019;3;21;Thursday;Purim;Jewish holiday; 
2019-03-25;2019;3;25;Monday;Maryland Day;Local observance;Maryland
2019-03-25;2019;3;25;Monday;Seward's Day;State holiday;Alaska
2019-03-26;2019;3;26;Tuesday;Prince Jonah Kuhio Kalanianaole Day;State holiday;Hawaii
2019-03-29;2019;3;29;Friday;National Vietnam War Veterans Day;Observance; 
2019-03-31;2019;3;31;Sunday;César Chávez Day;State holiday;AZ**, CA**, CO***, MI**, NM**, NV**, TX***, UT**, WA**, WI**
2019-04-01;2019;4;1;Monday;César Chávez Day observed;State holiday;California**
2019-04-02;2019;4;2;Tuesday;Pascua Florida Day;Local observance;Florida
2019-04-03;2019;4;3;Wednesday;Isra and Mi'raj;Muslim; 
2019-04-06;2019;4;6;Saturday;National Tartan Day;Observance; 
2019-04-09;2019;4;9;Tuesday;National Library Workers' Day;Observance; 
2019-04-13;2019;4;13;Saturday;Thomas Jefferson's Birthday;Observance; 
2019-04-14;2019;4;14;Sunday;Palm Sunday;Christian; 
2019-04-15;2019;4;15;Monday;Tax Day;Observance; 
2019-04-15;2019;4;15;Monday;Father Damien Day;Local observance;Hawaii
2019-04-15;2019;4;15;Monday;Patriot's Day;State holiday;Maine, Massachusetts
2019-04-15;2019;4;15;Monday;Boston Marathon;Sporting event; 
2019-04-16;2019;4;16;Tuesday;Emancipation Day;State holiday;DC
2019-04-18;2019;4;18;Thursday;Maundy Thursday;Christian; 
2019-04-19;2019;4;19;Friday;Good Friday;State holiday;CT, DE, HI, IN, KY, LA, NC, ND, NJ, TN, TX***
2019-04-20;2019;4;20;Saturday;Holy Saturday;Christian; 
2019-04-20;2019;4;20;Saturday;Passover (first day);Jewish holiday; 
2019-04-21;2019;4;21;Sunday;Easter Sunday;Observance, Christian; 
2019-04-21;2019;4;21;Sunday;San Jacinto Day;State holiday;Texas
2019-04-22;2019;4;22;Monday;Easter Monday;Observance, Christian; 
2019-04-22;2019;4;22;Monday;Oklahoma Day;Local observance;Oklahoma
2019-04-22;2019;4;22;Monday;Confederate Memorial Day;State holiday;Alabama
2019-04-22;2019;4;22;Monday;State Holiday;State holiday;Georgia
2019-04-24;2019;4;24;Wednesday;Administrative Professionals Day;Observance; 
2019-04-25;2019;4;25;Thursday;Take our Daughters and Sons to Work Day;Observance; 
2019-04-26;2019;4;26;Friday;Orthodox Good Friday;Orthodox; 
2019-04-26;2019;4;26;Friday;Arbor Day;State holiday;Nebraska
2019-04-26;2019;4;26;Friday;Confederate Heroes' Day;Local observance;Florida
2019-04-27;2019;4;27;Saturday;Last Day of Passover;Jewish holiday; 
2019-04-27;2019;4;27;Saturday;Orthodox Holy Saturday;Orthodox; 
2019-04-28;2019;4;28;Sunday;Orthodox Easter;Orthodox; 
2019-04-29;2019;4;29;Monday;Orthodox Easter Monday;Orthodox; 
2019-04-29;2019;4;29;Monday;Confederate Memorial Day;State holiday;Mississippi
2019-05-01;2019;5;1;Wednesday;Yom HaShoah;Jewish commemoration; 
2019-05-01;2019;5;1;Wednesday;Law Day;Observance; 
2019-05-01;2019;5;1;Wednesday;Loyalty Day;Observance; 
2019-05-01;2019;5;1;Wednesday;Lei Day;Local observance;Hawaii
2019-05-02;2019;5;2;Thursday;National Day of Prayer;Observance; 
2019-05-03;2019;5;3;Friday;Kentucky Oaks;Sporting event; 
2019-05-04;2019;5;4;Saturday;Kent State Shootings Remembrance;Local observance;Ohio
2019-05-04;2019;5;4;Saturday;Kentucky Derby;Sporting event; 
2019-05-04;2019;5;4;Saturday;Rhode Island Independence Day;Local observance;Rhode Island
2019-05-04;2019;5;4;Saturday;National Explosive Ordnance Disposal (EOD) Day;Observance; 
2019-05-05;2019;5;5;Sunday;Cinco de Mayo;Observance; 
2019-05-06;2019;5;6;Monday;Ramadan Starts;Muslim; 
2019-05-06;2019;5;6;Monday;National Nurses Day;Observance; 
2019-05-08;2019;5;8;Wednesday;Truman Day;State holiday;Missouri
2019-05-08;2019;5;8;Wednesday;Victory in Europe Day;Observance; 
2019-05-09;2019;5;9;Thursday;Yom Ha'atzmaut;Jewish holiday; 
2019-05-10;2019;5;10;Friday;Confederate Memorial Day;State holiday;South Carolina
2019-05-10;2019;5;10;Friday;Confederate Memorial Day;Local observance;North Carolina
2019-05-10;2019;5;10;Friday;Military Spouse Appreciation Day;Observance; 
2019-05-12;2019;5;12;Sunday;Mother's Day;Observance; 
2019-05-15;2019;5;15;Wednesday;Peace Officers Memorial Day;Observance; 
2019-05-17;2019;5;17;Friday;National Defense Transportation Day;Observance; 
2019-05-18;2019;5;18;Saturday;Armed Forces Day;Observance; 
2019-05-18;2019;5;18;Saturday;Preakness Stakes;Sporting event; 
2019-05-22;2019;5;22;Wednesday;Emergency Medical Services for Children Day;Observance; 
2019-05-22;2019;5;22;Wednesday;National Maritime Day;Observance; 
2019-05-22;2019;5;22;Wednesday;Harvey Milk Day;Local observance;California
2019-05-23;2019;5;23;Thursday;Lag BaOmer;Jewish holiday; 
2019-05-25;2019;5;25;Saturday;National Missing Children's Day;Observance; 
2019-05-27;2019;5;27;Monday;Memorial Day;Federal Holiday; 
2019-05-27;2019;5;27;Monday;Jefferson Davis' Birthday;Local observance;Mississippi
2019-05-30;2019;5;30;Thursday;Ascension Day;Christian; 
2019-06-01;2019;6;1;Saturday;Lailat al-Qadr;Muslim; 
2019-06-01;2019;6;1;Saturday;Statehood Day;Local observance;Kentucky, Tennessee
2019-06-03;2019;6;3;Monday;Jefferson Davis' Birthday;State holiday;Alabama
2019-06-03;2019;6;3;Monday;Jefferson Davis' Birthday;Local observance;Florida
2019-06-04;2019;6;4;Tuesday;Eid al-Fitr;Muslim; 
2019-06-06;2019;6;6;Thursday;D-Day;Observance; 
2019-06-08;2019;6;8;Saturday;Belmont Stakes;Sporting event; 
2019-06-09;2019;6;9;Sunday;Pentecost;Christian; 
2019-06-09;2019;6;9;Sunday;Shavuot;Jewish holiday; 
2019-06-10;2019;6;10;Monday;Whit Monday;Christian; 
2019-06-11;2019;6;11;Tuesday;Kamehameha Day;State holiday;Hawaii
2019-06-14;2019;6;14;Friday;Army Birthday;Observance; 
2019-06-14;2019;6;14;Friday;Flag Day;Observance; 
2019-06-16;2019;6;16;Sunday;Trinity Sunday;Christian; 
2019-06-16;2019;6;16;Sunday;Father's Day;Observance; 
2019-06-16;2019;6;16;Sunday;Bunker Hill Day;Local observance;Massachusetts
2019-06-19;2019;6;19;Wednesday;Emancipation Day;State holiday;Texas
2019-06-19;2019;6;19;Wednesday;Juneteenth;Local observance;All except HI, MT, ND, SD, TX
2019-06-20;2019;6;20;Thursday;West Virginia Day;State holiday;West Virginia
2019-06-20;2019;6;20;Thursday;American Eagle Day;Observance; 
2019-06-21;2019;6;21;Friday;June Solstice;Season; 
2019-06-23;2019;6;23;Sunday;Corpus Christi;Christian; 
2019-07-04;2019;7;4;Thursday;Independence Day;Federal Holiday; 
2019-07-05;2019;7;5;Friday;Independence Day Holiday;State Government Holiday;Maryland, West Virginia
2019-07-13;2019;7;13;Saturday;Nathan Bedford Forrest Day;Local observance;Tennessee
2019-07-14;2019;7;14;Sunday;Bastille Day;Observance; 
2019-07-24;2019;7;24;Wednesday;Pioneer Day;State holiday;Utah
2019-07-27;2019;7;27;Saturday;National Korean War Veterans Armistice Day;Observance; 
2019-07-28;2019;7;28;Sunday;Parents' Day;Observance; 
2019-08-01;2019;8;1;Thursday;Colorado Day;Local observance;Colorado
2019-08-04;2019;8;4;Sunday;Coast Guard Birthday;Observance; 
2019-08-07;2019;8;7;Wednesday;Purple Heart Day;Observance; 
2019-08-11;2019;8;11;Sunday;Tisha B'Av;Jewish holiday; 
2019-08-11;2019;8;11;Sunday;Eid al-Adha;Muslim; 
2019-08-12;2019;8;12;Monday;Victory Day;State holiday;Rhode Island
2019-08-14;2019;8;14;Wednesday;Raksha Bandhan;Hindu Holiday; 
2019-08-15;2019;8;15;Thursday;Assumption of Mary;Christian; 
2019-08-16;2019;8;16;Friday;Hawaii Statehood Day;State holiday;Hawaii
2019-08-16;2019;8;16;Friday;Bennington Battle Day;State holiday;Vermont
2019-08-19;2019;8;19;Monday;National Aviation Day;Observance; 
2019-08-21;2019;8;21;Wednesday;Senior Citizens Day;Observance; 
2019-08-23;2019;8;23;Friday;Janmashtami;Hindu Holiday; 
2019-08-26;2019;8;26;Monday;Women's Equality Day;Observance; 
2019-08-27;2019;8;27;Tuesday;Lyndon Baines Johnson Day;State holiday;Texas
2019-08-31;2019;8;31;Saturday;Muharram;Muslim; 
2019-09-02;2019;9;2;Monday;Ganesh Chaturthi;Hindu Holiday; 
2019-09-02;2019;9;2;Monday;Labor Day;Federal Holiday; 
2019-09-07;2019;9;7;Saturday;Carl Garner Federal Lands Cleanup Day;Observance; 
2019-09-08;2019;9;8;Sunday;National Grandparents Day;Observance; 
2019-09-09;2019;9;9;Monday;California Admission Day;Local observance;California
2019-09-11;2019;9;11;Wednesday;Patriot Day;Observance; 
2019-09-17;2019;9;17;Tuesday;Constitution Day and Citizenship Day;Observance; 
2019-09-18;2019;9;18;Wednesday;Air Force Birthday;Observance; 
2019-09-20;2019;9;20;Friday;National POW/MIA Recognition Day;Observance; 
2019-09-21;2019;9;21;Saturday;National CleanUp Day;Observance; 
2019-09-22;2019;9;22;Sunday;Emancipation Day;Local observance;Ohio
2019-09-23;2019;9;23;Monday;September Equinox;Season; 
2019-09-27;2019;9;27;Friday;Native American Day;Local observance;California
2019-09-29;2019;9;29;Sunday;Navratri;Hindu Holiday; 
2019-09-29;2019;9;29;Sunday;Gold Star Mother's Day;Observance; 
2019-09-30;2019;9;30;Monday;Rosh Hashana;State holiday;Texas***
2019-09-30;2019;9;30;Monday;Rosh Hashana;Jewish holiday; 
2019-10-04;2019;10;4;Friday;Feast of St Francis of Assisi;Christian; 
2019-10-07;2019;10;7;Monday;Dussehra;Hindu Holiday; 
2019-10-07;2019;10;7;Monday;Child Health Day;Observance; 
2019-10-09;2019;10;9;Wednesday;Leif Erikson Day;Observance; 
2019-10-09;2019;10;9;Wednesday;Yom Kippur;State holiday;Texas***
2019-10-09;2019;10;9;Wednesday;Yom Kippur;Jewish holiday; 
2019-10-13;2019;10;13;Sunday;Navy Birthday;Observance; 
2019-10-13;2019;10;13;Sunday;Chicago Marathon;Sporting event; 
2019-10-14;2019;10;14;Monday;First Day of Sukkot;Jewish holiday; 
2019-10-14;2019;10;14;Monday;Columbus Day;Local observance;Florida
2019-10-14;2019;10;14;Monday;Columbus Day;Federal Holiday;All except AK, AR, CA, DE, FL, HI, MI, MN, ND, NM, NV, OR, SD, TX, VT, WA, WY
2019-10-14;2019;10;14;Monday;Native Americans' Day;Local observance;South Dakota
2019-10-14;2019;10;14;Monday;Indigenous People's Day;Local observance;AK, CA**, ID, ME, MN**, NM, VT, WA**, WI
2019-10-15;2019;10;15;Tuesday;White Cane Safety Day;Observance; 
2019-10-16;2019;10;16;Wednesday;Boss's Day;Observance; 
2019-10-18;2019;10;18;Friday;Alaska Day;State holiday;Alaska
2019-10-19;2019;10;19;Saturday;Sweetest Day;Observance;13 states
2019-10-20;2019;10;20;Sunday;Last Day of Sukkot;Jewish holiday; 
2019-10-21;2019;10;21;Monday;Shmini Atzeret;Jewish holiday; 
2019-10-22;2019;10;22;Tuesday;Simchat Torah;Jewish holiday; 
2019-10-25;2019;10;25;Friday;Nevada Day;State holiday;Nevada
2019-10-27;2019;10;27;Sunday;Diwali/Deepavali;Observance, Hinduism; 
2019-10-31;2019;10;31;Thursday;Halloween;Observance; 
2019-11-01;2019;11;1;Friday;All Saints' Day;Christian; 
2019-11-02;2019;11;2;Saturday;All Souls' Day;Christian; 
2019-11-03;2019;11;3;Sunday;Daylight Saving Time ends;Clock change/Daylight Saving Time; 
2019-11-03;2019;11;3;Sunday;New York City Marathon;Sporting event; 
2019-11-05;2019;11;5;Tuesday;Election Day;Observance; 
2019-11-09;2019;11;9;Saturday;The Prophet's Birthday;Muslim; 
2019-11-10;2019;11;10;Sunday;Marine Corps Birthday;Observance; 
2019-11-11;2019;11;11;Monday;Veterans Day;Federal Holiday; 
2019-11-28;2019;11;28;Thursday;Thanksgiving Day;Federal Holiday; 
2019-11-29;2019;11;29;Friday;State Holiday;State holiday;Georgia
2019-11-29;2019;11;29;Friday;Presidents' Day;State holiday;New Mexico
2019-11-29;2019;11;29;Friday;Lincoln's Birthday/Lincoln's Day;State holiday;Indiana
2019-11-29;2019;11;29;Friday;Day After Thanksgiving;State holiday;20 states
2019-11-29;2019;11;29;Friday;Family Day;State holiday;Nevada
2019-11-29;2019;11;29;Friday;Acadian Day;State holiday;Louisiana
2019-11-29;2019;11;29;Friday;Black Friday;Observance; 
2019-11-29;2019;11;29;Friday;American Indian Heritage Day;State holiday;Maryland
2019-12-01;2019;12;1;Sunday;First Sunday of Advent;Christian; 
2019-12-01;2019;12;1;Sunday;Rosa Parks Day;Local observance;Ohio, Oregon
2019-12-02;2019;12;2;Monday;Cyber Monday;Observance; 
2019-12-06;2019;12;6;Friday;St Nicholas Day;Observance; 
2019-12-07;2019;12;7;Saturday;Pearl Harbor Remembrance Day;Observance; 
2019-12-08;2019;12;8;Sunday;Feast of the Immaculate Conception;Christian; 
2019-12-12;2019;12;12;Thursday;Feast of Our Lady of Guadalupe;Christian; 
2019-12-13;2019;12;13;Friday;National Guard Birthday;Observance; 
2019-12-15;2019;12;15;Sunday;Bill of Rights Day;Observance; 
2019-12-17;2019;12;17;Tuesday;Pan American Aviation Day;Observance; 
2019-12-17;2019;12;17;Tuesday;Wright Brothers Day;Observance; 
2019-12-21;2019;12;21;Saturday;December Solstice;Season; 
2019-12-23;2019;12;23;Monday;Chanukah/Hanukkah (first day);Jewish holiday; 
2019-12-24;2019;12;24;Tuesday;Christmas Eve;Federal Holiday; 
2019-12-24;2019;12;24;Tuesday;Christmas Eve;State holiday;KS**, KY, MI, NC, ND, OK, SC, TX, VA**, WI
2019-12-24;2019;12;24;Tuesday;Christmas Eve;Observance, Christian; 
2019-12-24;2019;12;24;Tuesday;Washington's Birthday;State holiday;Georgia, Indiana
2019-12-25;2019;12;25;Wednesday;Christmas Day;Federal Holiday; 
2019-12-26;2019;12;26;Thursday;Kwanzaa (first day);Observance; 
2019-12-26;2019;12;26;Thursday;Day After Christmas Day;State holiday;KS, NC, SC, TX
2019-12-30;2019;12;30;Monday;Last Day of Chanukah;Jewish holiday; 
2019-12-31;2019;12;31;Tuesday;New Year's Eve;State holiday;LA, MI, WI
2019-12-31;2019;12;31;Tuesday;New Year's Eve;Observance;
