Date;Year;Month;Day;Weekday;Holiday_name;Type;Details
2011-02-21;2011;2;21;Monday;Presidents' Day;Federal Holiday;All except DE, GA, IA, IN, KS, KY, LA, NC, NM, RI, WI
2011-02-21;2011;2;21;Monday;Daisy Gatson Bates Day;State holiday;Arkansas
2011-02-28;2011;2;28;Monday;Linus Pauling Day;Local observance;Oregon
2011-03-01;2011;3;1;Tuesday;St. David's Day;Observance, Christian; 
2011-03-01;2011;3;1;Tuesday;Town Meeting Day;State holiday;Vermont
2011-03-01;2011;3;1;Tuesday;First Day of Women's History Month;Annual monthly observance; 
2011-03-02;2011;3;2;Wednesday;Maha Shivaratri;Hindu Holiday; 
2011-03-02;2011;3;2;Wednesday;Texas Independence Day;State holiday;Texas
2011-03-02;2011;3;2;Wednesday;Read Across America Day;Observance; 
2011-03-04;2011;3;4;Friday;Employee Appreciation Day;Observance; 
2011-03-07;2011;3;7;Monday;Casimir Pulaski Day;Local observance;Illinois*
2011-03-08;2011;3;8;Tuesday;Shrove Tuesday/Mardi Gras;State holiday;Alabama**, Louisiana
2011-03-08;2011;3;8;Tuesday;Shrove Tuesday/Mardi Gras;Observance, Christian; 
2011-03-09;2011;3;9;Wednesday;Ash Wednesday;Christian; 
2011-03-13;2011;3;13;Sunday;Daylight Saving Time starts;Clock change/Daylight Saving Time; 
2011-03-17;2011;3;17;Thursday;St. Patrick's Day;Observance, Christian; 
2011-03-17;2011;3;17;Thursday;Evacuation Day;State holiday;Massachusetts**
2011-03-19;2011;3;19;Saturday;Holi;Hindu Holiday; 
2011-03-20;2011;3;20;Sunday;Purim;Jewish holiday; 
2011-03-20;2011;3;20;Sunday;March Equinox;Season; 
2011-03-25;2011;3;25;Friday;Maryland Day;Local observance;Maryland
2011-03-25;2011;3;25;Friday;Prince Jonah Kuhio Kalanianaole Day observed;State holiday;Hawaii
2011-03-26;2011;3;26;Saturday;Prince Jonah Kuhio Kalanianaole Day;State holiday;Hawaii
2011-03-28;2011;3;28;Monday;Seward's Day;State holiday;Alaska
2011-03-31;2011;3;31;Thursday;César Chávez Day;State holiday;CA**, CO***, TX***
2011-04-01;2011;4;1;Friday;Pascua Florida Day observed;Local observance;Florida
2011-04-02;2011;4;2;Saturday;Pascua Florida Day;Local observance;Florida
2011-04-06;2011;4;6;Wednesday;National Tartan Day;Observance; 
2011-04-12;2011;4;12;Tuesday;National Library Workers' Day;Observance; 
2011-04-15;2011;4;15;Friday;Father Damien Day;Local observance;Hawaii
2011-04-15;2011;4;15;Friday;Emancipation Day observed;State holiday;DC
2011-04-16;2011;4;16;Saturday;Emancipation Day;State holiday;DC
2011-04-17;2011;4;17;Sunday;Palm Sunday;Christian; 
2011-04-18;2011;4;18;Monday;Tax Day;Observance; 
2011-04-18;2011;4;18;Monday;Patriot's Day;State holiday;Maine, Massachusetts
2011-04-18;2011;4;18;Monday;Boston Marathon;Sporting event; 
2011-04-19;2011;4;19;Tuesday;Passover (first day);Jewish holiday; 
2011-04-21;2011;4;21;Thursday;Maundy Thursday;Christian; 
2011-04-21;2011;4;21;Thursday;San Jacinto Day;State holiday;Texas
2011-04-22;2011;4;22;Friday;Orthodox Good Friday;Orthodox; 
2011-04-22;2011;4;22;Friday;Good Friday;State holiday;CT, DE, HI, IN, KY, LA, NC, ND, NJ, TN, TX***
2011-04-22;2011;4;22;Friday;Oklahoma Day;Local observance;Oklahoma
2011-04-23;2011;4;23;Saturday;Holy Saturday;Christian; 
2011-04-23;2011;4;23;Saturday;Orthodox Holy Saturday;Orthodox; 
2011-04-24;2011;4;24;Sunday;Orthodox Easter;Orthodox; 
2011-04-24;2011;4;24;Sunday;Easter Sunday;Observance, Christian; 
2011-04-25;2011;4;25;Monday;Orthodox Easter Monday;Orthodox; 
2011-04-25;2011;4;25;Monday;Easter Monday;Observance, Christian; 
2011-04-25;2011;4;25;Monday;Confederate Memorial Day;State holiday;Mississippi
2011-04-25;2011;4;25;Monday;Confederate Memorial Day;State holiday;Alabama
2011-04-25;2011;4;25;Monday;Confederate Heroes' Day;State holiday;Georgia
2011-04-26;2011;4;26;Tuesday;Last Day of Passover;Jewish holiday; 
2011-04-26;2011;4;26;Tuesday;Confederate Heroes' Day;Local observance;Florida
2011-04-27;2011;4;27;Wednesday;Administrative Professionals Day;Observance; 
2011-04-28;2011;4;28;Thursday;Take our Daughters and Sons to Work Day;Observance; 
2011-04-29;2011;4;29;Friday;Arbor Day;State holiday;Nebraska
2011-05-01;2011;5;1;Sunday;Yom HaShoah;Jewish commemoration; 
2011-05-01;2011;5;1;Sunday;Law Day;Observance; 
2011-05-01;2011;5;1;Sunday;Loyalty Day;Observance; 
2011-05-01;2011;5;1;Sunday;Lei Day;Local observance;Hawaii
2011-05-04;2011;5;4;Wednesday;Kent State Shootings Remembrance;Local observance;Ohio
2011-05-04;2011;5;4;Wednesday;Rhode Island Independence Day;Local observance;Rhode Island
2011-05-05;2011;5;5;Thursday;Cinco de Mayo;Observance; 
2011-05-05;2011;5;5;Thursday;National Day of Prayer;Observance; 
2011-05-06;2011;5;6;Friday;Kentucky Oaks;Sporting event; 
2011-05-06;2011;5;6;Friday;National Nurses Day;Observance; 
2011-05-07;2011;5;7;Saturday;Kentucky Derby;Sporting event; 
2011-05-07;2011;5;7;Saturday;National Explosive Ordnance Disposal (EOD) Day;Observance; 
2011-05-08;2011;5;8;Sunday;Mother's Day;Observance; 
2011-05-08;2011;5;8;Sunday;Truman Day;State holiday;Missouri
2011-05-08;2011;5;8;Sunday;Victory in Europe Day;Observance; 
2011-05-09;2011;5;9;Monday;Truman Day observed;State holiday;Missouri
2011-05-10;2011;5;10;Tuesday;Yom Ha'atzmaut;Jewish holiday; 
2011-05-10;2011;5;10;Tuesday;Confederate Memorial Day;State holiday;North Carolina, South Carolina
2011-05-15;2011;5;15;Sunday;Peace Officers Memorial Day;Observance; 
2011-05-20;2011;5;20;Friday;National Defense Transportation Day;Observance; 
2011-05-21;2011;5;21;Saturday;Armed Forces Day;Observance; 
2011-05-21;2011;5;21;Saturday;Preakness Stakes;Sporting event; 
2011-05-22;2011;5;22;Sunday;Lag BaOmer;Jewish holiday; 
2011-05-22;2011;5;22;Sunday;National Maritime Day;Observance; 
2011-05-22;2011;5;22;Sunday;Harvey Milk Day;Local observance;California
2011-05-25;2011;5;25;Wednesday;Emergency Medical Services for Children Day;Observance; 
2011-05-25;2011;5;25;Wednesday;National Missing Children's Day;Observance; 
2011-05-30;2011;5;30;Monday;Memorial Day;Federal Holiday; 
2011-05-30;2011;5;30;Monday;Jefferson Davis' Birthday;Local observance;Mississippi
2011-06-01;2011;6;1;Wednesday;Statehood Day;Local observance;Kentucky, Tennessee
2011-06-02;2011;6;2;Thursday;Ascension Day;Christian; 
2011-06-03;2011;6;3;Friday;Jefferson Davis' Birthday;Local observance;Florida
2011-06-06;2011;6;6;Monday;Jefferson Davis' Birthday;State holiday;Alabama
2011-06-06;2011;6;6;Monday;D-Day;Observance; 
2011-06-08;2011;6;8;Wednesday;Shavuot;Jewish holiday; 
2011-06-10;2011;6;10;Friday;Kamehameha Day observed;State holiday;Hawaii
2011-06-11;2011;6;11;Saturday;Kamehameha Day;State holiday;Hawaii
2011-06-11;2011;6;11;Saturday;Belmont Stakes;Sporting event; 
2011-06-12;2011;6;12;Sunday;Pentecost;Christian; 
2011-06-12;2011;6;12;Sunday;Bunker Hill Day;Local observance;Massachusetts
2011-06-13;2011;6;13;Monday;Whit Monday;Christian; 
2011-06-14;2011;6;14;Tuesday;Army Birthday;Observance; 
2011-06-14;2011;6;14;Tuesday;Flag Day;Observance; 
2011-06-19;2011;6;19;Sunday;Trinity Sunday;Christian; 
2011-06-19;2011;6;19;Sunday;Father's Day;Observance; 
2011-06-19;2011;6;19;Sunday;Juneteenth;Local observance;All except AZ, HI, MD, MT, ND, NH, SD, TX, UT
2011-06-19;2011;6;19;Sunday;Emancipation Day;State holiday;Texas
2011-06-20;2011;6;20;Monday;West Virginia Day;State holiday;West Virginia
2011-06-20;2011;6;20;Monday;American Eagle Day;Observance; 
2011-06-21;2011;6;21;Tuesday;June Solstice;Season; 
2011-06-23;2011;6;23;Thursday;Corpus Christi;Christian; 
2011-06-29;2011;6;29;Wednesday;Isra and Mi'raj;Muslim; 
2011-07-04;2011;7;4;Monday;Independence Day;Federal Holiday; 
2011-07-13;2011;7;13;Wednesday;Nathan Bedford Forrest Day;Local observance;Tennessee
2011-07-14;2011;7;14;Thursday;Bastille Day;Observance; 
2011-07-24;2011;7;24;Sunday;Pioneer Day;State holiday;Utah
2011-07-24;2011;7;24;Sunday;Parents' Day;Observance; 
2011-07-25;2011;7;25;Monday;Pioneer Day observed;State holiday;Utah
2011-07-27;2011;7;27;Wednesday;National Korean War Veterans Armistice Day;Observance; 
2011-08-01;2011;8;1;Monday;Ramadan Starts;Muslim; 
2011-08-01;2011;8;1;Monday;Colorado Day;Local observance;Colorado
2011-08-04;2011;8;4;Thursday;Coast Guard Birthday;Observance; 
2011-08-07;2011;8;7;Sunday;Purple Heart Day;Observance; 
2011-08-08;2011;8;8;Monday;Victory Day;State holiday;Rhode Island
2011-08-09;2011;8;9;Tuesday;Tisha B'Av;Jewish holiday; 
2011-08-13;2011;8;13;Saturday;Raksha Bandhan;Hindu Holiday; 
2011-08-15;2011;8;15;Monday;Assumption of Mary;Christian; 
2011-08-16;2011;8;16;Tuesday;Bennington Battle Day;State holiday;Vermont
2011-08-19;2011;8;19;Friday;Hawaii Statehood Day;State holiday;Hawaii
2011-08-19;2011;8;19;Friday;National Aviation Day;Observance; 
2011-08-21;2011;8;21;Sunday;Janmashtami;Hindu Holiday; 
2011-08-21;2011;8;21;Sunday;Senior Citizens Day;Observance; 
2011-08-26;2011;8;26;Friday;Lailat al-Qadr;Muslim; 
2011-08-26;2011;8;26;Friday;Women's Equality Day;Observance; 
2011-08-27;2011;8;27;Saturday;Lyndon Baines Johnson Day;State holiday;Texas
2011-08-31;2011;8;31;Wednesday;Ganesh Chaturthi;Hindu Holiday; 
2011-08-31;2011;8;31;Wednesday;Eid al-Fitr;Muslim; 
2011-09-05;2011;9;5;Monday;Labor Day;Federal Holiday; 
2011-09-09;2011;9;9;Friday;California Admission Day;Local observance;California
2011-09-10;2011;9;10;Saturday;Carl Garner Federal Lands Cleanup Day;Observance; 
2011-09-11;2011;9;11;Sunday;Patriot Day;Observance; 
2011-09-11;2011;9;11;Sunday;National Grandparents Day;Observance; 
2011-09-16;2011;9;16;Friday;Constitution Day and Citizenship Day observed;Observance; 
2011-09-16;2011;9;16;Friday;National POW/MIA Recognition Day;Observance; 
2011-09-17;2011;9;17;Saturday;Constitution Day and Citizenship Day;Observance; 
2011-09-18;2011;9;18;Sunday;Air Force Birthday;Observance; 
2011-09-22;2011;9;22;Thursday;Emancipation Day;Local observance;Ohio
2011-09-23;2011;9;23;Friday;September Equinox;Season; 
2011-09-23;2011;9;23;Friday;Native American Day;Local observance;California
2011-09-25;2011;9;25;Sunday;Gold Star Mother's Day;Observance; 
2011-09-27;2011;9;27;Tuesday;Navratri;Hindu Holiday; 
2011-09-29;2011;9;29;Thursday;Rosh Hashana;State holiday;Texas***
2011-09-29;2011;9;29;Thursday;Rosh Hashana;Jewish holiday; 
2011-10-03;2011;10;3;Monday;Child Health Day;Observance; 
2011-10-04;2011;10;4;Tuesday;Feast of St Francis of Assisi;Christian; 
2011-10-06;2011;10;6;Thursday;Dussehra;Hindu Holiday; 
2011-10-08;2011;10;8;Saturday;Yom Kippur;Jewish holiday; 
2011-10-08;2011;10;8;Saturday;Yom Kippur;State holiday;Texas***
2011-10-09;2011;10;9;Sunday;Leif Erikson Day;Observance; 
2011-10-09;2011;10;9;Sunday;Chicago Marathon;Sporting event; 
2011-10-10;2011;10;10;Monday;Columbus Day;Federal Holiday;All except AK, AR, CA, DE, FL, HI, MI, NV, OR, SD, TX, WA
2011-10-10;2011;10;10;Monday;Native Americans' Day;Local observance;South Dakota
2011-10-10;2011;10;10;Monday;Indigenous People's Day;Local observance;California**
2011-10-13;2011;10;13;Thursday;First Day of Sukkot;Jewish holiday; 
2011-10-13;2011;10;13;Thursday;Navy Birthday;Observance; 
2011-10-15;2011;10;15;Saturday;White Cane Safety Day;Observance; 
2011-10-15;2011;10;15;Saturday;Sweetest Day;Observance;13 states
2011-10-17;2011;10;17;Monday;Boss's Day;Observance; 
2011-10-18;2011;10;18;Tuesday;Alaska Day;State holiday;Alaska
2011-10-19;2011;10;19;Wednesday;Last Day of Sukkot;Jewish holiday; 
2011-10-20;2011;10;20;Thursday;Shmini Atzeret;Jewish holiday; 
2011-10-21;2011;10;21;Friday;Simchat Torah;Jewish holiday; 
2011-10-26;2011;10;26;Wednesday;Diwali/Deepavali;Observance, Hinduism; 
2011-10-28;2011;10;28;Friday;Nevada Day;State holiday;Nevada
2011-10-31;2011;10;31;Monday;Halloween;Observance; 
2011-11-01;2011;11;1;Tuesday;All Saints' Day;Christian; 
2011-11-02;2011;11;2;Wednesday;All Souls' Day;Christian; 
2011-11-06;2011;11;6;Sunday;Daylight Saving Time ends;Clock change/Daylight Saving Time; 
2011-11-06;2011;11;6;Sunday;New York City Marathon;Sporting event; 
2011-11-07;2011;11;7;Monday;Eid al-Adha;Muslim; 
2011-11-08;2011;11;8;Tuesday;Election Day;Observance; 
2011-11-10;2011;11;10;Thursday;Marine Corps Birthday;Observance; 
2011-11-11;2011;11;11;Friday;Veterans Day;Federal Holiday; 
2011-11-24;2011;11;24;Thursday;Thanksgiving Day;Federal Holiday; 
2011-11-25;2011;11;25;Friday;Presidents' Day;State holiday;New Mexico
2011-11-25;2011;11;25;Friday;Lincoln's Birthday;State holiday;Indiana
2011-11-25;2011;11;25;Friday;Day After Thanksgiving;State holiday;19 states
2011-11-25;2011;11;25;Friday;Family Day;State holiday;Nevada
2011-11-25;2011;11;25;Friday;Acadian Day;State holiday;Louisiana
2011-11-25;2011;11;25;Friday;Black Friday;Observance; 
2011-11-25;2011;11;25;Friday;American Indian Heritage Day;State holiday;Maryland
2011-11-27;2011;11;27;Sunday;First Sunday of Advent;Christian; 
2011-11-27;2011;11;27;Sunday;Muharram;Muslim; 
2011-11-28;2011;11;28;Monday;Cyber Monday;Observance; 
2011-12-01;2011;12;1;Thursday;Rosa Parks Day;Local observance;Ohio
2011-12-06;2011;12;6;Tuesday;St Nicholas Day;Observance; 
2011-12-07;2011;12;7;Wednesday;Pearl Harbor Remembrance Day;Observance; 
2011-12-08;2011;12;8;Thursday;Feast of the Immaculate Conception;Christian; 
2011-12-12;2011;12;12;Monday;Feast of Our Lady of Guadalupe;Christian; 
2011-12-13;2011;12;13;Tuesday;National Guard Birthday;Observance; 
2011-12-15;2011;12;15;Thursday;Bill of Rights Day;Observance; 
2011-12-17;2011;12;17;Saturday;Pan American Aviation Day;Observance; 
2011-12-17;2011;12;17;Saturday;Wright Brothers Day;Observance; 
2011-12-21;2011;12;21;Wednesday;Chanukah/Hanukkah (first day);Jewish holiday; 
2011-12-22;2011;12;22;Thursday;December Solstice;Season; 
2011-12-23;2011;12;23;Friday;Christmas Eve observed;State holiday;Texas
2011-12-23;2011;12;23;Friday;Washington's Birthday;State holiday;Indiana
2011-12-24;2011;12;24;Saturday;Christmas Eve;Observance, Christian; 
2011-12-24;2011;12;24;Saturday;Christmas Eve;State holiday;Texas
2011-12-25;2011;12;25;Sunday;Christmas Day;Federal Holiday; 
2011-12-26;2011;12;26;Monday;Kwanzaa (first day);Observance; 
2011-12-26;2011;12;26;Monday;Christmas Day observed;Federal Holiday; 
2011-12-26;2011;12;26;Monday;Day After Christmas Day;State holiday;Texas
2011-12-28;2011;12;28;Wednesday;Last Day of Chanukah;Jewish holiday; 
2011-12-31;2011;12;31;Saturday;New Year's Eve;Observance; 
