r2train_per_fold,[0]
r2test_per_fold,[-0.14168197502652702]
r2testadj_per_fold,[-0.5446285544476541]
rmse_per_fold,[7649.03983627487]
mae_per_fold,[7008.45594071116]
maep_per_fold,[10.76129913119876]
mape_per_fold,[11.334717336478816]
smape_per_fold,[10.57636833149878]
test_name,finalTest
name,['none']
model_name,['SVR']
decomposition,ceemdan
nmodes,3
algorithm,svr
avg_r2train,0.0
std_r2train,0.0
avg_r2test,-0.1417
std_r2test,0.0
avg_r2testadj,-0.5446
std_r2testadj,0.0
avg_rmse,7649.0398
std_rmse,0.0
avg_mae,7008.4559
std_mae,0.0
avg_maep,10.7613
std_maep,0.0
avg_mape,11.3347
std_mape,0.0
avg_smape,10.5764
std_smape,0.0
model_params,"{'C': 10000.0, 'cache_size': 750, 'coef0': 10.0, 'degree': 2.0, 'epsilon': 0.2, 'gamma': 0.001, 'kernel': 'rbf', 'max_iter': -1, 'shrinking': True, 'tol': 1, 'verbose': False}"
duration,6.77
