r2train_per_fold,"[0.9559103501110587, 0.9613551580637769, 0.95192083319642, 0.9705191392260325, 0.9398452144440013, 0.9555741859839599, 0.9703861302878078, 0.9539440236518408, 0.9674967162721011, 0.9605017609120845]"
r2test_per_fold,"[0.9300462145599613, 0.7926606709285775, 0.7938147301144775, 0.9055495395483064, 0.8783085678524093, 0.9391916830062937, 0.7775156918589123, 0.3163642741634827, 0.5025455359408049, -0.19410985314939477]"
r2testadj_per_fold,"[0.9288571983768444, 0.7891364896979018, 0.7903101646206725, 0.9039441492856715, 0.8762401582408355, 0.938158113878922, 0.7737340888876757, 0.3047444034693776, 0.4940902192712435, -0.21440633790547503]"
rmse_per_fold,"[0.12662535697562188, 0.2801601351095529, 0.26117012231756026, 0.1480340440627056, 0.18159239430192875, 0.11794217849171232, 0.2580018256757131, 0.4432135186347392, 0.290145833257496, 0.8256098637455189]"
mae_per_fold,"[0.1011255559953081, 0.22628345023979968, 0.22398577556642646, 0.11788759478277974, 0.15318839203479118, 0.09807060303508944, 0.21921873998896185, 0.38450106821458135, 0.1802335114888417, 0.6283326265421599]"
maep_per_fold,"[-25.21815618475682, -711.7727840660405, 87.77938992461182, -25.341970560214662, -153.31659282028173, -68.49431092886564, 260.5729838178516, 47.12261755162808, -78.63326005390874, 221.57050658609313]"
mape_per_fold,"[258.24982735276546, 255.21873820276352, 140.49621646477758, 196.76548683329042, 79.78754614867137, 118.3946433574724, 95.7410547765507, 89.9917738163118, 405.1214813643851, 535.2036197175386]"
smape_per_fold,"[66.92465392061013, 93.99990410829386, 57.50113066541576, 55.2074111639301, 77.22051012025761, 69.57449848831804, 70.77871894955092, 62.892922986054565, 83.18425657992084, 106.10898457890399]"
test_name,loadForecast_IMF_4
name,['IMF_4']
model_name,['GradientBoostingRegressor']
decomposition,eemd
nmodes,4
algorithm,gbr
avg_r2train,0.9587
std_r2train,0.009
avg_r2test,0.6642
std_r2test,0.3436
avg_r2testadj,0.6585
std_r2testadj,0.3494
avg_rmse,0.2932
std_rmse,0.2001
avg_mae,0.2333
std_mae,0.1541
avg_maep,-44.5732
std_maep,254.8194
avg_mape,217.497
std_mape,143.3354
avg_smape,74.3393
std_smape,15.3405
model_params,"{'alpha': 0.9, 'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'ls', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_iter_no_change': None, 'presort': 'deprecated', 'random_state': 4242, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}"
duration,0.94
