r2train_per_fold,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
r2test_per_fold,"[0.9578787656130405, 0.8989666757327814, 0.8853402119622832, 0.9644321988385184, 0.8833086128949809, 0.9353977826727174, 0.8789371905735355, 0.744694569565594, 0.919452712690592, 0.2736172634342747]"
r2testadj_per_fold,"[0.957041127429209, 0.8969574903070129, 0.8830600457228968, 0.9637248846108752, 0.8809880455377788, 0.9341130794872317, 0.876529691522441, 0.739617472937637, 0.9178509200452345, 0.25917215219575174]"
rmse_per_fold,"[1680.6981509449536, 2747.641452361264, 2817.081259858637, 1547.5633785671191, 2394.1975573239915, 2070.9127514192382, 2881.5896600098004, 4216.227502488247, 2184.079009547105, 7078.487349606648]"
mae_per_fold,"[1387.200460626979, 2107.583208971899, 2276.7097189634305, 1227.1159096496813, 1877.860799691971, 1548.8271611643845, 2377.5209140114716, 3495.5046435089926, 1515.1560952190314, 5306.780432061009]"
maep_per_fold,"[2.3564040877003243, 3.3922123465027245, 3.5234117951065826, 2.1054786487330035, 3.0498085052748416, 2.531407861309315, 3.7584064604392715, 5.032868624786911, 2.5049177996421412, 8.193578167517025]"
mape_per_fold,"[2.385001174251996, 3.3775892828020084, 3.673047985735457, 2.1467563616394614, 3.0891550803859658, 2.591497146184786, 3.7277287987443666, 4.833334257877057, 2.477039652629648, 8.73589942671223]"
smape_per_fold,"[2.3848636677410724, 3.4320698527771274, 3.610397507882878, 2.17062147223161, 3.142667424514425, 2.5870339589164852, 3.797388866489409, 4.9929061428781125, 2.538168765185546, 8.123286315854834]"
test_name,plotResults
name,"['kfold_0', 'kfold_1', 'kfold_2', 'kfold_3', 'kfold_4', 'kfold_5', 'kfold_6', 'kfold_7', 'kfold_8', 'kfold_9']"
model_name,['GradientBoostingRegressor']
decomposition,ceemdan
nmodes,1
algorithm,gbr
avg_r2train,0.0
std_r2train,0.0
avg_r2test,0.8342
std_r2test,0.1958
avg_r2testadj,0.8309
std_r2testadj,0.1997
avg_rmse,2961.8478
std_rmse,1547.7705
avg_mae,2312.0259
std_mae,1177.0648
avg_maep,3.6448
std_maep,1.7214
avg_mape,3.7037
std_mape,1.8436
avg_smape,3.6779
std_smape,1.6819
model_params,"{'alpha': 0.9, 'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'ls', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_iter_no_change': None, 'presort': 'deprecated', 'random_state': 4242, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}"
duration,0.11
