r2train_per_fold,"[0.9299058969060081, 0.9322228958848497, 0.9406791532261899, 0.927304410684547, 0.922768347742659, 0.9139577050315054, 0.8917421796947884, 0.9180198315913956, 0.8975609640714374, 0.9098769951193539]"
r2test_per_fold,"[0.7881413786191496, 0.8803519320188381, 0.823558184759811, 0.8961709936157998, 0.8404567000467554, 0.7500291517202454, 0.8236421687017113, 0.888788411195642, 0.7782528933165315, 0.8209019354087629]"
r2testadj_per_fold,"[0.7845403822217414, 0.8783182538095266, 0.8205591737358985, 0.8944061946404309, 0.8377449159115729, 0.7457803554322042, 0.8206445851668962, 0.8868981292329616, 0.774483820681685, 0.8178577756706682]"
rmse_per_fold,"[0.4212041826682738, 0.28371338144233343, 0.2911804401757709, 0.3170876693970543, 0.2916406281750869, 0.4720516555543296, 0.34543642623325854, 0.21939312828529253, 0.46738555564381307, 0.29900713154059816]"
mae_per_fold,"[0.3309372305790476, 0.23095386389663186, 0.23554248215068835, 0.25850547339438407, 0.23618546249745678, 0.3583280476574074, 0.2725234186856715, 0.1760704646977634, 0.4038956037634975, 0.2421842859637367]"
maep_per_fold,"[-608.559733142443, 952.0240118720264, -333.1676737905813, 715.4238563584609, 649.225588063842, -2349.518412010086, 542.4942669004024, -2558.7890613879877, 481.318007817583, 975.3975218758125]"
mape_per_fold,"[115.46462063737148, 172.308044821189, 136.40155771636452, 183.49346581842593, 220.08490952499383, 156.08665153077519, 104.48292356309152, 658.8655061015945, 851.2722680822368, 387.32428844227076]"
smape_per_fold,"[64.5445616262541, 51.722511596598984, 61.22204586400129, 50.92176860010338, 55.0258056680109, 70.60376493603032, 54.899337617157315, 51.422253026264606, 70.2709002465765, 62.35010229271546]"
test_name,loadForecast_IMF_4
name,['IMF_4']
model_name,['GradientBoostingRegressor']
decomposition,ewt
nmodes,5
algorithm,gbr
avg_r2train,0.9184
std_r2train,0.0147
avg_r2test,0.829
std_r2test,0.0463
avg_r2testadj,0.8261
std_r2testadj,0.0471
avg_rmse,0.3408
std_rmse,0.0806
avg_mae,0.2745
std_mae,0.0654
avg_maep,-153.4152
std_maep,1250.2265
avg_mape,298.5784
std_mape,244.195
avg_smape,59.2983
std_smape,7.1829
model_params,"{'alpha': 0.9, 'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'ls', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_iter_no_change': None, 'presort': 'deprecated', 'random_state': 4242, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}"
duration,0.97
