r2train_per_fold,"[0.999862180365655, 0.9999234702078229, 0.9999260109652025, 0.9999526945411207, 0.9999481328306636, 0.9999251545356856, 0.9999534081935814, 0.99995984997274, 0.9999482026886302, 0.999969533971902]"
r2test_per_fold,"[0.45566092495381605, -4.463144488349938, -50.320498199385725, -134.3810292583196, -2.872518564200077, -1.580456350631454, -0.8512404608003854, -13.363457016969486, -10.609589361861635, -30.74694523174896]"
r2testadj_per_fold,"[0.4464087027150707, -4.556002468321892, -51.19280128492769, -136.68212324004742, -2.9383404094839305, -1.6243167985175408, -0.8827063043267376, -13.607595096578033, -10.806919492658151, -31.28655336599965]"
rmse_per_fold,"[0.018717264195556013, 0.13458725570378224, 0.3050860449888522, 0.33882193695872515, 0.1380948459511068, 0.18975576866757218, 0.10852548551654852, 0.2121352909590891, 0.19157625631379083, 0.3147507858324413]"
mae_per_fold,"[0.017110989923974303, 0.11871479817638371, 0.29551289450156004, 0.27096543791856814, 0.1160529464280904, 0.1738059482195327, 0.09354481411487735, 0.19664896706953908, 0.18576804067264044, 0.2959508602513549]"
maep_per_fold,"[-89.24552831294638, 482.51004589330967, -262.4080571936253, 116.37653838596418, -397.33641173075, 151.00255278715622, -260.32019117924335, -1762.7430621267401, -196.38612073344083, -210.77658522985558]"
mape_per_fold,"[155.5734273250754, 1104.6773926804603, 283.04178313592604, 108.44533710833882, 818.6879570026709, 577.268981937347, 1423.508128456993, 2145.933039352965, 659.2387569133542, 213.54934397572038]"
smape_per_fold,"[92.47409390644624, 157.62529061806384, 192.5114707386945, 128.38290742990185, 148.19430944561583, 158.46241713484486, 133.67954484639301, 151.1284030439616, 193.57240778284532, 197.98407689647638]"
test_name,loadForecast_IMF_8
name,['IMF_8']
model_name,['XGBRegressor']
decomposition,emd
nmodes,9
algorithm,xgboost
avg_r2train,0.9999
std_r2train,0.0
avg_r2test,-24.8733
std_r2test,39.5875
avg_r2testadj,-25.3131
std_r2testadj,40.2604
avg_rmse,0.1952
std_rmse,0.0964
avg_mae,0.1764
std_mae,0.0878
avg_maep,-242.9327
std_maep,563.1804
avg_mape,748.9924
std_mape,619.8052
avg_smape,155.4015
std_smape,31.4542
model_params,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'gamma': 0, 'gpu_id': -1, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.300000012, 'max_delta_step': 0, 'max_depth': 6, 'min_child_weight': 1, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': 0, 'num_parallel_tree': 1, 'random_state': 4242, 'reg_alpha': 0, 'reg_lambda': 1, 'scale_pos_weight': 1, 'subsample': 1, 'tree_method': None, 'validate_parameters': False, 'verbosity': None}"
duration,0.4
