r2train_per_fold,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
r2test_per_fold,"[0.7421805425443335, 0.4831007759091903, -0.4552233425423975, 0.5819999934798381, -0.15216473272355024, 0.42435055005002087, 0.3658193351469553, 0.2130228726512282, 0.5701720609262114, 0.6883319357355167]"
r2testadj_per_fold,"[0.7370534510608402, 0.47282152997556626, -0.4841624431043201, 0.5736874933501758, -0.17507709956748463, 0.4129029757612428, 0.35320778783453677, 0.1973727593232696, 0.5616243462287214, 0.6821339912757116]"
rmse_per_fold,"[1097.4727948030404, 1373.174622745339, 2259.12765611343, 2200.747818797287, 2277.0850548594117, 1846.1530983285074, 1587.1901154871928, 1478.3228338039414, 2184.1272668010756, 1046.3005902364312]"
mae_per_fold,"[707.1979383680556, 1005.045640733507, 1794.5976736328125, 1927.9506542534723, 2004.213473046875, 1051.5065180989584, 1319.957823654514, 1228.3856519965277, 1829.1704338324655, 822.5697779513889]"
maep_per_fold,"[5.612569452696166, 8.010193397404498, 13.696562205596557, 11.48187887684966, 13.89726172434611, 8.391254342585196, 10.415559885711668, 9.30169339534511, 10.485892841235932, 6.005370625818791]"
mape_per_fold,"[5.346533811637531, 7.679514713077223, 14.506892154885307, 11.411824831594698, 14.459385059903815, 7.20359313774633, 10.229724909183165, 9.550167489952305, 10.640320933954264, 6.2389356983525035]"
smape_per_fold,"[5.410624046452458, 7.265482232923095, 13.115488964998137, 11.43165410117271, 13.199889034145935, 7.846325793797841, 10.120034706493648, 8.934584168799658, 10.975703396541734, 5.957640553044222]"
test_name,plotResults
name,"['kfold_0', 'kfold_1', 'kfold_2', 'kfold_3', 'kfold_4', 'kfold_5', 'kfold_6', 'kfold_7', 'kfold_8', 'kfold_9']"
model_name,['XGBRegressor']
decomposition,ceemdan
nmodes,2
algorithm,xgboost
avg_r2train,0.0
std_r2train,0.0
avg_r2test,0.3462
std_r2test,0.3624
avg_r2testadj,0.3332
std_r2testadj,0.3696
avg_rmse,1734.9702
std_rmse,458.1434
avg_mae,1369.0596
std_mae,458.3473
avg_maep,9.7298
std_maep,2.7013
avg_mape,9.7267
std_mape,3.0185
avg_smape,9.4257
std_smape,2.6518
model_params,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'gamma': 0, 'gpu_id': -1, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.300000012, 'max_delta_step': 0, 'max_depth': 6, 'min_child_weight': 1, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': 0, 'num_parallel_tree': 1, 'random_state': 4242, 'reg_alpha': 0, 'reg_lambda': 1, 'scale_pos_weight': 1, 'subsample': 1, 'tree_method': None, 'validate_parameters': False, 'verbosity': None}"
duration,0.09
