r2train_per_fold,[0]
r2test_per_fold,[-0.10546988912598665]
r2testadj_per_fold,[-0.49563573234692315]
rmse_per_fold,[7526.7555138092075]
mae_per_fold,[7108.937083024773]
maep_per_fold,[10.91558527334316]
mape_per_fold,[11.287293302179922]
smape_per_fold,[10.59380487717612]
test_name,finalTest
name,['none']
model_name,['SVR']
decomposition,ceemdan
nmodes,8
algorithm,svr
avg_r2train,0.0
std_r2train,0.0
avg_r2test,-0.1055
std_r2test,0.0
avg_r2testadj,-0.4956
std_r2testadj,0.0
avg_rmse,7526.7555
std_rmse,0.0
avg_mae,7108.9371
std_mae,0.0
avg_maep,10.9156
std_maep,0.0
avg_mape,11.2873
std_mape,0.0
avg_smape,10.5938
std_smape,0.0
model_params,"{'C': 10000.0, 'cache_size': 750, 'coef0': 10.0, 'degree': 2.0, 'epsilon': 0.2, 'gamma': 0.001, 'kernel': 'rbf', 'max_iter': -1, 'shrinking': True, 'tol': 1, 'verbose': False}"
duration,7.33
