r2train_per_fold,"[0.9380637713591395, 0.9795120723361271, 0.9814535083137427, 0.9850106418917244, 0.9907587744633919, 0.9638193497413312, 0.9811417453452423, 0.9893218272690771, 0.9728663770818143, 0.9872966354646822]"
r2test_per_fold,"[0.08046628085358976, -35.05505456595412, -5.481410268960567, -2.126992511058182, -1.8434209987566912, -0.0581256553776488, -5.025218375770712, -9.648664216692657, -12.656837526701878, -0.5274509910158451]"
r2testadj_per_fold,"[0.06483681253948648, -35.66788835461057, -5.591575882597291, -2.180142525410446, -1.8917511007185612, -0.07611079399596576, -5.127630019551518, -9.82966134218885, -12.888965076730804, -0.5534133308064828]"
rmse_per_fold,"[0.3059803525543652, 1.0699414772661526, 0.8543838429874401, 0.7358865329043192, 0.5355158243475182, 0.42839770721143655, 0.6289492768640667, 0.501376582903808, 1.1139672738786366, 0.30923900355310346]"
mae_per_fold,"[0.24901866055531516, 1.0022327449600126, 0.6469505548656795, 0.6452745341031406, 0.44832449128107066, 0.28883886757908045, 0.5493248602318839, 0.44446188293389566, 0.938959572723735, 0.25458219626981]"
maep_per_fold,"[-47.511386469881465, -184.9354919205751, -245.91479430687082, 71.16140169040756, 214.9297024814718, -51.79839140147544, -115.56192371517045, -191.33377337527034, 86.89923101072625, -444.5843610198283]"
mape_per_fold,"[133.108629388694, 201.2926263491936, 183.61968752702953, 74.85868554415191, 1783.0504603687846, 234.3798082215458, 650.3501864842564, 1904.9519187452076, 88.27620270838818, 245.19659987843752]"
smape_per_fold,"[55.737265200902705, 197.5387143635986, 178.61563133434, 116.82869833137146, 151.26069863655133, 56.66430555813425, 149.8235633415491, 178.4146179867639, 125.47225232654813, 135.73448749776767]"
test_name,loadForecast_IMF_6
name,['IMF_6']
model_name,['KNeighborsRegressor']
decomposition,eemd
nmodes,6
algorithm,knn
avg_r2train,0.9769
std_r2train,0.015
avg_r2test,-7.2343
std_r2test,10.1109
avg_r2testadj,-7.3742
std_r2testadj,10.2828
avg_rmse,0.6484
std_rmse,0.2757
avg_mae,0.5468
std_mae,0.2533
avg_maep,-90.865
std_maep,179.8554
avg_mape,549.9085
std_mape,665.3929
avg_smape,134.609
std_smape,45.8491
model_params,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}"
duration,0.18
