r2train_per_fold,[0]
r2test_per_fold,[0.1960151651783658]
r2testadj_per_fold,[-0.08774418828809338]
rmse_per_fold,[6418.8655496287]
mae_per_fold,[5614.343856735427]
maep_per_fold,[8.62067681938047]
mape_per_fold,[9.137974442875626]
smape_per_fold,[8.594009168081664]
test_name,finalTest
name,['none']
model_name,['SVR']
decomposition,eemd
nmodes,3
algorithm,svr
avg_r2train,0.0
std_r2train,0.0
avg_r2test,0.196
std_r2test,0.0
avg_r2testadj,-0.0877
std_r2testadj,0.0
avg_rmse,6418.8655
std_rmse,0.0
avg_mae,5614.3439
std_mae,0.0
avg_maep,8.6207
std_maep,0.0
avg_mape,9.138
std_mape,0.0
avg_smape,8.594
std_smape,0.0
model_params,"{'C': 10000.0, 'cache_size': 750, 'coef0': 10.0, 'degree': 2.0, 'epsilon': 0.2, 'gamma': 0.001, 'kernel': 'rbf', 'max_iter': -1, 'shrinking': True, 'tol': 1, 'verbose': False}"
duration,1.32
