r2train_per_fold,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
r2test_per_fold,"[0.6073500375760323, 0.6342853733099694, 0.6674214754006146, 0.8763297454728274, 0.6332504112526148, 0.35742566439741597, 0.7938831709526197, 0.19156703080079585, 0.6279733857105154, 0.768843168464671]"
r2testadj_per_fold,"[0.5901716017199837, 0.6182853583922805, 0.6528711649493915, 0.8709191718372635, 0.6172051167449167, 0.329313037214803, 0.7848655596817968, 0.1561980883983306, 0.6116972213353504, 0.7587300570850004]"
rmse_per_fold,"[5121.361225740191, 5253.505980658039, 4232.024216228175, 2860.3829059832333, 4290.847967363981, 6376.359448986178, 3748.082839222887, 5740.762705020427, 4559.893299054368, 3621.7072131770906]"
mae_per_fold,"[4295.704792278379, 4313.975968437995, 3160.032376793844, 2178.8393886098843, 3510.455044551668, 5597.699517333296, 3433.6470167482235, 4273.327001342553, 3923.544485778851, 2730.794510218529]"
maep_per_fold,"[7.313223787607733, 7.127811465639035, 4.8552295684946944, 3.7494255533898726, 5.558175234636634, 9.23712998051922, 5.471213833530359, 6.651661101807442, 6.664085491038965, 4.188217420464286]"
mape_per_fold,"[7.8790663464744375, 7.317670405183244, 5.163107633807928, 4.038567097875917, 5.516636143167614, 9.713313653688308, 5.444645745497864, 6.996066662545572, 6.860487419165892, 4.128810363064912]"
smape_per_fold,"[7.428919018294013, 7.237049766154597, 4.937241038737096, 3.8938861323608034, 5.639945857156594, 9.11091200021697, 5.602294902450863, 6.57085124296423, 6.552464828877966, 4.253384901318758]"
test_name,plotResults
name,"['kfold_0', 'kfold_1', 'kfold_2', 'kfold_3', 'kfold_4', 'kfold_5', 'kfold_6', 'kfold_7', 'kfold_8', 'kfold_9']"
model_name,['KNeighborsRegressor']
decomposition,ewt
nmodes,6
algorithm,knn
avg_r2train,0.0
std_r2train,0.0
avg_r2test,0.6158
std_r2test,0.1932
avg_r2testadj,0.599
std_r2testadj,0.2017
avg_rmse,4580.4928
std_rmse,1004.6667
avg_mae,3741.802
std_mae,913.5656
avg_maep,6.0816
std_maep,1.5623
avg_mape,6.3058
std_mape,1.6865
avg_smape,6.1227
std_smape,1.5045
model_params,"{'algorithm': 'brute', 'leaf_size': 35, 'metric': 'manhattan', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 11, 'p': 2, 'weights': 'distance'}"
duration,0.54
