Date;Year;Month;Day;Weekday;Holiday_name;Type;Details
2009-01-01;2009;1;1;Thursday;New Year's Day;Federal Holiday; 
2009-01-06;2009;1;6;Tuesday;Epiphany;Christian; 
2009-01-07;2009;1;7;Wednesday;Orthodox Christmas Day;Orthodox; 
2009-01-13;2009;1;13;Tuesday;Stephen Foster Memorial Day;Observance; 
2009-01-14;2009;1;14;Wednesday;Orthodox New Year;Orthodox; 
2009-01-16;2009;1;16;Friday;Lee-Jackson Day;State holiday;Virginia
2009-01-19;2009;1;19;Monday;Martin Luther King Jr. Day;Federal Holiday; 
2009-01-19;2009;1;19;Monday;Robert E. Lee's Birthday;State holiday;Arkansas
2009-01-19;2009;1;19;Monday;Robert E. Lee's Birthday;State holiday;AL, GA, MS
2009-01-19;2009;1;19;Monday;Robert E. Lee's Birthday;State holiday;Florida
2009-01-19;2009;1;19;Monday;Confederate Heroes' Day;State holiday;Texas
2009-01-19;2009;1;19;Monday;Idaho Human Rights Day;State holiday;Idaho
2009-01-19;2009;1;19;Monday;Civil Rights Day;State holiday;Arizona, New Hampshire
2009-01-20;2009;1;20;Tuesday;Inauguration Day;State holiday;DC, LA, MD, VA
2009-01-26;2009;1;26;Monday;Chinese New Year;Observance; 
2009-01-29;2009;1;29;Thursday;Kansas Day;Observance; 
2009-02-01;2009;2;1;Sunday;National Freedom Day;Observance; 
2009-02-01;2009;2;1;Sunday;Super Bowl;Sporting event; 
2009-02-01;2009;2;1;Sunday;First Day of Black History Month;Annual monthly observance; 
2009-02-02;2009;2;2;Monday;Groundhog Day;Observance; 
2009-02-04;2009;2;4;Wednesday;Rosa Parks Day;Local observance;California
2009-02-06;2009;2;6;Friday;National Wear Red Day;Observance; 
2009-02-09;2009;2;9;Monday;Tu Bishvat/Tu B'Shevat;Jewish holiday; 
2009-02-12;2009;2;12;Thursday;Lincoln's Birthday;State holiday;CA, CT, IL, MO, NJ, NY
2009-02-14;2009;2;14;Saturday;Valentine's Day;Observance; 
2009-02-14;2009;2;14;Saturday;Statehood Day;Local observance;Arizona
2009-02-15;2009;2;15;Sunday;Susan B. Anthony's Birthday;Local observance;New York, Wisconsin
2009-02-16;2009;2;16;Monday;Presidents' Day;Federal Holiday;All except DE, GA, IA, IN, KS, KY, LA, NC, NM, RI, WI
2009-02-16;2009;2;16;Monday;Daisy Gatson Bates Day;State holiday;Arkansas
2009-02-16;2009;2;16;Monday;Elizabeth Peratrovich Day;Local observance;Alaska
2009-02-22;2009;2;22;Sunday;Maha Shivaratri;Hindu Holiday; 
2009-02-24;2009;2;24;Tuesday;Shrove Tuesday/Mardi Gras;State holiday;Alabama*, Louisiana
2009-02-24;2009;2;24;Tuesday;Shrove Tuesday/Mardi Gras;Observance, Christian; 
2009-02-25;2009;2;25;Wednesday;Ash Wednesday;Christian; 
2009-02-28;2009;2;28;Saturday;Linus Pauling Day;Local observance;Oregon
2009-03-01;2009;3;1;Sunday;St. David's Day;Observance, Christian; 
2009-03-01;2009;3;1;Sunday;First Day of Women's History Month;Annual monthly observance; 
2009-03-02;2009;3;2;Monday;Texas Independence Day;State holiday;Texas
2009-03-02;2009;3;2;Monday;Casimir Pulaski Day;Local observance;Illinois**
2009-03-02;2009;3;2;Monday;Read Across America Day;Observance; 
2009-03-03;2009;3;3;Tuesday;Town Meeting Day;State holiday;Vermont
2009-03-06;2009;3;6;Friday;Employee Appreciation Day;Observance; 
2009-03-08;2009;3;8;Sunday;Daylight Saving Time starts;Clock change/Daylight Saving Time; 
2009-03-09;2009;3;9;Monday;The Prophet's Birthday;Muslim; 
2009-03-10;2009;3;10;Tuesday;Purim;Jewish holiday; 
2009-03-11;2009;3;11;Wednesday;Holi;Hindu Holiday; 
2009-03-17;2009;3;17;Tuesday;St. Patrick's Day;Observance, Christian; 
2009-03-17;2009;3;17;Tuesday;Evacuation Day;State holiday;Massachusetts*
2009-03-20;2009;3;20;Friday;March Equinox;Season; 
2009-03-25;2009;3;25;Wednesday;Maryland Day;Local observance;Maryland
2009-03-26;2009;3;26;Thursday;Prince Jonah Kuhio Kalanianaole Day;State holiday;Hawaii
2009-03-30;2009;3;30;Monday;Seward's Day;State holiday;Alaska
2009-03-31;2009;3;31;Tuesday;César Chávez Day;State holiday;CA*, CO***, TX***
2009-04-02;2009;4;2;Thursday;Pascua Florida Day;Local observance;Florida
2009-04-05;2009;4;5;Sunday;Palm Sunday;Christian; 
2009-04-06;2009;4;6;Monday;National Tartan Day;Observance; 
2009-04-09;2009;4;9;Thursday;Maundy Thursday;Christian; 
2009-04-09;2009;4;9;Thursday;Passover (first day);Jewish holiday; 
2009-04-10;2009;4;10;Friday;Good Friday;State holiday;CT, DE, HI, IN, KY, LA, NC, ND, NJ, TN, TX***
2009-04-11;2009;4;11;Saturday;Holy Saturday;Christian; 
2009-04-12;2009;4;12;Sunday;Easter Sunday;Observance, Christian; 
2009-04-13;2009;4;13;Monday;Easter Monday;Observance, Christian; 
2009-04-14;2009;4;14;Tuesday;National Library Workers' Day;Observance; 
2009-04-15;2009;4;15;Wednesday;Tax Day;Observance; 
2009-04-15;2009;4;15;Wednesday;Father Damien Day;Local observance;Hawaii
2009-04-16;2009;4;16;Thursday;Last Day of Passover;Jewish holiday; 
