Date;Year;Month;Day;Weekday;Holiday_name;Type;Details
2018-01-01;2018;1;1;Monday;New Year's Day;Federal Holiday; 
2018-01-01;2018;1;1;Monday;New Year's Eve observed;State holiday;LA, MI, WI
2018-01-06;2018;1;6;Saturday;Epiphany;Christian; 
2018-01-07;2018;1;7;Sunday;Orthodox Christmas Day;Orthodox; 
2018-01-12;2018;1;12;Friday;Lee-Jackson Day;State holiday;Virginia
2018-01-13;2018;1;13;Saturday;Stephen Foster Memorial Day;Observance; 
2018-01-14;2018;1;14;Sunday;Orthodox New Year;Orthodox; 
2018-01-15;2018;1;15;Monday;Martin Luther King Jr. Day;Federal Holiday; 
2018-01-15;2018;1;15;Monday;Robert E. Lee's Birthday;State holiday;Mississippi
2018-01-15;2018;1;15;Monday;Robert E. Lee's Birthday;State holiday;Alabama
2018-01-15;2018;1;15;Monday;Idaho Human Rights Day;State holiday;Idaho
2018-01-15;2018;1;15;Monday;Civil Rights Day;State holiday;Arizona, New Hampshire
2018-01-19;2018;1;19;Friday;Robert E. Lee's Birthday;State holiday;Florida
2018-01-19;2018;1;19;Friday;Confederate Heroes' Day;State holiday;Texas
2018-01-29;2018;1;29;Monday;Kansas Day;Observance; 
2018-01-31;2018;1;31;Wednesday;Tu Bishvat/Tu B'Shevat;Jewish holiday; 
2018-02-01;2018;2;1;Thursday;National Freedom Day;Observance; 
2018-02-01;2018;2;1;Thursday;First Day of Black History Month;Annual monthly observance; 
2018-02-02;2018;2;2;Friday;Groundhog Day;Observance; 
2018-02-02;2018;2;2;Friday;National Wear Red Day;Observance; 
2018-02-04;2018;2;4;Sunday;Rosa Parks Day;Local observance;California, Missouri
2018-02-04;2018;2;4;Sunday;Super Bowl;Sporting event; 
2018-02-12;2018;2;12;Monday;Lincoln's Birthday;State holiday;CT, IL, MO, NY
2018-02-12;2018;2;12;Monday;Lincoln's Birthday;Local observance;Florida
2018-02-13;2018;2;13;Tuesday;Maha Shivaratri;Hindu Holiday; 
2018-02-13;2018;2;13;Tuesday;Shrove Tuesday/Mardi Gras;Observance, Christian; 
2018-02-13;2018;2;13;Tuesday;Shrove Tuesday/Mardi Gras;State holiday;AL**, FL*, LA, MS*
2018-02-14;2018;2;14;Wednesday;Ash Wednesday;Christian; 
2018-02-14;2018;2;14;Wednesday;Valentine's Day;Observance; 
2018-02-14;2018;2;14;Wednesday;Statehood Day;Local observance;Arizona
2018-02-15;2018;2;15;Thursday;Susan B. Anthony's Birthday;Local observance;CA, FL, NY, WI
2018-02-16;2018;2;16;Friday;Chinese New Year;Observance; 
2018-02-16;2018;2;16;Friday;Elizabeth Peratrovich Day;Local observance;Alaska
2018-02-19;2018;2;19;Monday;Presidents' Day;Federal Holiday;All except DE, GA, IA, IN, KS, KY, LA, NC, NM, RI, WI
2018-02-19;2018;2;19;Monday;Daisy Gatson Bates Day;State holiday;Arkansas
2018-02-28;2018;2;28;Wednesday;Linus Pauling Day;Local observance;Oregon
2018-03-01;2018;3;1;Thursday;Purim;Jewish holiday; 
2018-03-01;2018;3;1;Thursday;St. David's Day;Observance, Christian; 
2018-03-01;2018;3;1;Thursday;First Day of Women's History Month;Annual monthly observance; 
2018-03-02;2018;3;2;Friday;Holi;Hindu Holiday; 
2018-03-02;2018;3;2;Friday;Texas Independence Day;State holiday;Texas
2018-03-02;2018;3;2;Friday;Read Across America Day;Observance; 
2018-03-02;2018;3;2;Friday;Employee Appreciation Day;Observance; 
