Date;Year;Month;Day;Weekday;Holiday_name;Type;Details
2016-01-01;2016;1;1;Friday;New Year's Day;Federal Holiday; 
2016-01-06;2016;1;6;Wednesday;Epiphany;Christian; 
2016-01-07;2016;1;7;Thursday;Orthodox Christmas Day;Orthodox; 
2016-01-13;2016;1;13;Wednesday;Stephen Foster Memorial Day;Observance; 
2016-01-14;2016;1;14;Thursday;Orthodox New Year;Orthodox; 
2016-01-15;2016;1;15;Friday;Lee-Jackson Day;State holiday;Virginia
2016-01-18;2016;1;18;Monday;Martin Luther King Jr. Day;Federal Holiday; 
2016-01-18;2016;1;18;Monday;Robert E. Lee's Birthday;State holiday;AL, AR, MS
2016-01-18;2016;1;18;Monday;Idaho Human Rights Day;State holiday;Idaho
2016-01-18;2016;1;18;Monday;Civil Rights Day;State holiday;Arizona, New Hampshire
2016-01-19;2016;1;19;Tuesday;Robert E. Lee's Birthday;State holiday;Florida
2016-01-19;2016;1;19;Tuesday;Confederate Heroes' Day;State holiday;Texas
2016-01-25;2016;1;25;Monday;Tu Bishvat/Tu B'Shevat;Jewish holiday; 
2016-01-29;2016;1;29;Friday;Kansas Day;Observance; 
2016-02-01;2016;2;1;Monday;National Freedom Day;Observance; 
2016-02-01;2016;2;1;Monday;First Day of Black History Month;Annual monthly observance; 
2016-02-02;2016;2;2;Tuesday;Groundhog Day;Observance; 
2016-02-04;2016;2;4;Thursday;Rosa Parks Day;Local observance;California, Missouri
2016-02-05;2016;2;5;Friday;National Wear Red Day;Observance; 
2016-02-07;2016;2;7;Sunday;Super Bowl;Sporting event; 
2016-02-08;2016;2;8;Monday;Chinese New Year;Observance; 
2016-02-09;2016;2;9;Tuesday;Shrove Tuesday/Mardi Gras;Observance, Christian; 
2016-02-09;2016;2;9;Tuesday;Shrove Tuesday/Mardi Gras;State holiday;AL**, FL*, LA, MS*
2016-02-10;2016;2;10;Wednesday;Ash Wednesday;Christian; 
2016-02-12;2016;2;12;Friday;Lincoln's Birthday;State holiday;CT, IL, MO, NY
2016-02-12;2016;2;12;Friday;Lincoln's Birthday;Local observance;Florida
2016-02-14;2016;2;14;Sunday;Valentine's Day;Observance; 
2016-02-14;2016;2;14;Sunday;Statehood Day;Local observance;Arizona
2016-02-15;2016;2;15;Monday;Presidents' Day;Federal Holiday;All except DE, GA, IA, IN, KS, KY, LA, NC, NM, RI, WI
2016-02-15;2016;2;15;Monday;Daisy Gatson Bates Day;State holiday;Arkansas
2016-02-15;2016;2;15;Monday;Susan B. Anthony's Birthday;Local observance;CA, FL, NY, WI
2016-02-16;2016;2;16;Tuesday;Elizabeth Peratrovich Day;Local observance;Alaska
2016-02-28;2016;2;28;Sunday;Linus Pauling Day;Local observance;Oregon
2016-03-01;2016;3;1;Tuesday;St. David's Day;Observance, Christian; 
2016-03-01;2016;3;1;Tuesday;Town Meeting Day;State holiday;Vermont
2016-03-01;2016;3;1;Tuesday;First Day of Women's History Month;Annual monthly observance; 
2016-03-02;2016;3;2;Wednesday;Texas Independence Day;State holiday;Texas
2016-03-02;2016;3;2;Wednesday;Read Across America Day;Observance; 
2016-03-04;2016;3;4;Friday;Employee Appreciation Day;Observance; 
2016-03-07;2016;3;7;Monday;Maha Shivaratri;Hindu Holiday; 
2016-03-07;2016;3;7;Monday;Casimir Pulaski Day;Local observance;Illinois*
2016-03-13;2016;3;13;Sunday;Daylight Saving Time starts;Clock change/Daylight Saving Time; 
