Date;Year;Month;Day;Weekday;Holiday_name;Type;Details
2004-01-01;2004;1;1;Thursday;New Year's Day;Federal Holiday; 
2004-01-06;2004;1;6;Tuesday;Epiphany;Christian; 
2004-01-07;2004;1;7;Wednesday;Orthodox Christmas Day;Orthodox; 
2004-01-13;2004;1;13;Tuesday;Stephen Foster Memorial Day;Observance; 
2004-01-14;2004;1;14;Wednesday;Orthodox New Year;Orthodox; 
2004-01-16;2004;1;16;Friday;Lee-Jackson Day;State holiday;Virginia
2004-01-19;2004;1;19;Monday;Martin Luther King Jr. Day;Federal Holiday; 
2004-01-19;2004;1;19;Monday;Robert E. Lee's Birthday;State holiday;Florida
2004-01-19;2004;1;19;Monday;Robert E. Lee's Birthday;State holiday;Alabama
2004-01-19;2004;1;19;Monday;Robert E. Lee's Birthday;State holiday;AR, GA, MS
2004-01-19;2004;1;19;Monday;Confederate Heroes' Day;State holiday;Texas
2004-01-19;2004;1;19;Monday;Idaho Human Rights Day;State holiday;Idaho
2004-01-19;2004;1;19;Monday;Civil Rights Day;State holiday;Arizona, New Hampshire
2004-01-22;2004;1;22;Thursday;Chinese New Year;Observance; 
2004-01-29;2004;1;29;Thursday;Kansas Day;Observance; 
2004-02-01;2004;2;1;Sunday;National Freedom Day;Observance; 
2004-02-01;2004;2;1;Sunday;Super Bowl;Sporting event; 
2004-02-01;2004;2;1;Sunday;First Day of Black History Month;Annual monthly observance; 
2004-02-02;2004;2;2;Monday;Eid al-Adha;Muslim; 
2004-02-02;2004;2;2;Monday;Groundhog Day;Observance; 
2004-02-04;2004;2;4;Wednesday;Rosa Parks Day;Local observance;California
2004-02-06;2004;2;6;Friday;National Wear Red Day;Observance; 
2004-02-07;2004;2;7;Saturday;Tu Bishvat/Tu B'Shevat;Jewish holiday; 
2004-02-12;2004;2;12;Thursday;Lincoln's Birthday;State holiday;CA, CT, IL, MO, NJ, NY
2004-02-14;2004;2;14;Saturday;Valentine's Day;Observance; 
2004-02-14;2004;2;14;Saturday;Statehood Day;Local observance;Arizona
2004-02-15;2004;2;15;Sunday;Susan B. Anthony's Birthday;Local observance;New York, Wisconsin
2004-02-16;2004;2;16;Monday;Presidents' Day;Federal Holiday;All except DE, GA, IA, IN, KS, KY, LA, NC, NM, RI, WI
2004-02-16;2004;2;16;Monday;Daisy Gatson Bates Day;State holiday;Arkansas
2004-02-16;2004;2;16;Monday;Elizabeth Peratrovich Day;Local observance;Alaska
2004-02-22;2004;2;22;Sunday;Muharram;Muslim; 
2004-02-24;2004;2;24;Tuesday;Shrove Tuesday/Mardi Gras;State holiday;Alabama*, Louisiana
2004-02-24;2004;2;24;Tuesday;Shrove Tuesday/Mardi Gras;Observance, Christian; 
2004-02-25;2004;2;25;Wednesday;Ash Wednesday;Christian; 
2004-02-28;2004;2;28;Saturday;Linus Pauling Day;Local observance;Oregon
2004-03-01;2004;3;1;Monday;St. David's Day;Observance, Christian; 
2004-03-01;2004;3;1;Monday;Casimir Pulaski Day;Local observance;Illinois**
2004-03-01;2004;3;1;Monday;First Day of Women's History Month;Annual monthly observance; 
2004-03-02;2004;3;2;Tuesday;Texas Independence Day;State holiday;Texas
2004-03-02;2004;3;2;Tuesday;Read Across America Day;Observance; 
2004-03-02;2004;3;2;Tuesday;Town Meeting Day;State holiday;Vermont
2004-03-05;2004;3;5;Friday;Employee Appreciation Day;Observance; 
2004-03-07;2004;3;7;Sunday;Purim;Jewish holiday; 
2004-03-17;2004;3;17;Wednesday;St. Patrick's Day;Observance, Christian; 
2004-03-17;2004;3;17;Wednesday;Evacuation Day;State holiday;Massachusetts*
2004-03-20;2004;3;20;Saturday;March Equinox;Season; 
2004-03-25;2004;3;25;Thursday;Maryland Day;Local observance;Maryland
2004-03-26;2004;3;26;Friday;Prince Jonah Kuhio Kalanianaole Day;State holiday;Hawaii
2004-03-29;2004;3;29;Monday;Seward's Day;State holiday;Alaska
2004-03-31;2004;3;31;Wednesday;C�sar Ch�vez Day;State holiday;CA*, CO***, TX***
2004-04-02;2004;4;2;Friday;Pascua Florida Day;Local observance;Florida
2004-04-04;2004;4;4;Sunday;Palm Sunday;Christian; 
2004-04-04;2004;4;4;Sunday;Daylight Saving Time starts;Clock change/Daylight Saving Time; 
2004-04-06;2004;4;6;Tuesday;Passover (first day);Jewish holiday; 
2004-04-06;2004;4;6;Tuesday;National Tartan Day;Observance; 
2004-04-08;2004;4;8;Thursday;Maundy Thursday;Christian; 
2004-04-09;2004;4;9;Friday;Orthodox Good Friday;Orthodox; 
2004-04-09;2004;4;9;Friday;Good Friday;State holiday;CT, DE, HI, IN, KY, LA, NC, ND, NJ, TN, TX***
2004-04-10;2004;4;10;Saturday;Holy Saturday;Christian; 
2004-04-10;2004;4;10;Saturday;Orthodox Holy Saturday;Orthodox; 
2004-04-11;2004;4;11;Sunday;Orthodox Easter;Orthodox; 
2004-04-11;2004;4;11;Sunday;Easter Sunday;Observance, Christian; 
2004-04-12;2004;4;12;Monday;Orthodox Easter Monday;Orthodox; 
2004-04-12;2004;4;12;Monday;Easter Monday;Observance, Christian; 
2004-04-13;2004;4;13;Tuesday;Last Day of Passover;Jewish holiday; 
2004-04-13;2004;4;13;Tuesday;National Library Workers' Day;Observance; 
2004-04-15;2004;4;15;Thursday;Tax Day;Observance; 
2004-04-15;2004;4;15;Thursday;Father Damien Day;Local observance;Hawaii
2004-04-16;2004;4;16;Friday;Emancipation Day;Local observance; 
2004-04-18;2004;4;18;Sunday;Yom HaShoah;Jewish commemoration; 
2004-04-19;2004;4;19;Monday;Patriot's Day;State holiday;Maine, Massachusetts
2004-04-19;2004;4;19;Monday;Boston Marathon;Sporting event; 
2004-04-21;2004;4;21;Wednesday;San Jacinto Day;State holiday;Texas
2004-04-21;2004;4;21;Wednesday;Administrative Professionals Day;Observance; 
2004-04-22;2004;4;22;Thursday;Oklahoma Day;Local observance;Oklahoma
2004-04-22;2004;4;22;Thursday;Take our Daughters and Sons to Work Day;Observance; 
2004-04-26;2004;4;26;Monday;Confederate Memorial Day;State holiday;Alabama
2004-04-26;2004;4;26;Monday;Confederate Memorial Day;State holiday;Mississippi
2004-04-26;2004;4;26;Monday;Confederate Heroes' Day;Local observance;Florida
2004-04-26;2004;4;26;Monday;Confederate Heroes' Day;State holiday;Georgia
2004-04-27;2004;4;27;Tuesday;Yom Ha'atzmaut;Jewish holiday; 
2004-04-30;2004;4;30;Friday;Arbor Day;State holiday;Nebraska
2004-04-30;2004;4;30;Friday;Kentucky Oaks;Sporting event; 
2004-05-01;2004;5;1;Saturday;Kentucky Derby;Sporting event; 
2004-05-01;2004;5;1;Saturday;Law Day;Observance; 
2004-05-01;2004;5;1;Saturday;Loyalty Day;Observance; 
2004-05-01;2004;5;1;Saturday;Lei Day;Local observance;Hawaii
2004-05-02;2004;5;2;Sunday;The Prophet's Birthday;Muslim; 
2004-05-04;2004;5;4;Tuesday;Kent State Shootings Remembrance;Local observance;Ohio
2004-05-04;2004;5;4;Tuesday;Rhode Island Independence Day;Local observance;Rhode Island
2004-05-05;2004;5;5;Wednesday;Cinco-Mayo;Observance; 
2004-05-06;2004;5;6;Thursday;National Nurses Day;Observance; 
2004-05-06;2004;5;6;Thursday;National Day of Prayer;Observance; 
2004-05-07;2004;5;7;Friday;Truman Day observed;State holiday;Missouri
2004-05-08;2004;5;8;Saturday;Truman Day;State holiday;Missouri
2004-05-08;2004;5;8;Saturday;Victory in Europe Day;Observance; 
2004-05-09;2004;5;9;Sunday;Lag BaOmer;Jewish holiday; 
2004-05-09;2004;5;9;Sunday;Mother's Day;Observance; 
2004-05-10;2004;5;10;Monday;Confederate Memorial Day;State holiday;North Carolina, South Carolina
2004-05-11;2004;5;11;Tuesday;Primary Election Day;State holiday;West Virginia
2004-05-15;2004;5;15;Saturday;Peace Officers Memorial Day;Observance; 
2004-05-15;2004;5;15;Saturday;Armed Forces Day;Observance; 
2004-05-15;2004;5;15;Saturday;Preakness Stakes;Sporting event; 
2004-05-20;2004;5;20;Thursday;Ascension Day;Christian; 
2004-05-21;2004;5;21;Friday;National Defense Transportation Day;Observance; 
2004-05-22;2004;5;22;Saturday;National Maritime Day;Observance; 
2004-05-25;2004;5;25;Tuesday;National Missing Children's Day;Observance; 
2004-05-26;2004;5;26;Wednesday;Shavuot;Jewish holiday; 
2004-05-30;2004;5;30;Sunday;Pentecost;Christian; 
2004-05-31;2004;5;31;Monday;Whit Monday;Christian; 
2004-05-31;2004;5;31;Monday;Memorial Day;Federal Holiday; 
2004-05-31;2004;5;31;Monday;Jefferson Davis' Birthday;Local observance;Mississippi
2004-06-01;2004;6;1;Tuesday;Statehood Day;Local observance;Kentucky, Tennessee
2004-06-03;2004;6;3;Thursday;Jefferson Davis' Birthday;Local observance;Florida
2004-06-05;2004;6;5;Saturday;Belmont Stakes;Sporting event; 
2004-06-06;2004;6;6;Sunday;Trinity Sunday;Christian; 
2004-06-06;2004;6;6;Sunday;D-Day;Observance; 
2004-06-07;2004;6;7;Monday;Jefferson Davis' Birthday;State holiday;Alabama
2004-06-10;2004;6;10;Thursday;Corpus Christi;Christian; 
2004-06-11;2004;6;11;Friday;Kamehameha Day;State holiday;Hawaii
2004-06-14;2004;6;14;Monday;Army Birthday;Observance; 
2004-06-14;2004;6;14;Monday;Flag Day;Observance; 
2004-06-17;2004;6;17;Thursday;Bunker Hill Day;State holiday;Massachusetts
2004-06-19;2004;6;19;Saturday;Juneteenth;Local observance;All except AZ, HI, MD, MT, ND, NH, SD, TX, UT
