Date;Year;Month;Day;Weekday;Holiday_name;Type;Details
2008-01-01;2008;1;1;Tuesday;New Year's Day;Federal Holiday; 
2008-01-06;2008;1;6;Sunday;Epiphany;Christian; 
2008-01-07;2008;1;7;Monday;Orthodox Christmas Day;Orthodox; 
2008-01-10;2008;1;10;Thursday;Muharram;Muslim; 
2008-01-13;2008;1;13;Sunday;Stephen Foster Memorial Day;Observance; 
2008-01-14;2008;1;14;Monday;Orthodox New Year;Orthodox; 
2008-01-18;2008;1;18;Friday;Lee-Jackson Day;State holiday;Virginia
2008-01-19;2008;1;19;Saturday;Robert E. Lee's Birthday;State holiday;Florida
2008-01-19;2008;1;19;Saturday;Confederate Heroes' Day;State holiday;Texas
2008-01-21;2008;1;21;Monday;Martin Luther King Jr. Day;Federal Holiday; 
2008-01-21;2008;1;21;Monday;Robert E. Lee's Birthday;State holiday;Alabama
2008-01-21;2008;1;21;Monday;Robert E. Lee's Birthday;State holiday;AR, GA, MS
2008-01-21;2008;1;21;Monday;Idaho Human Rights Day;State holiday;Idaho
2008-01-21;2008;1;21;Monday;Civil Rights Day;State holiday;Arizona, New Hampshire
2008-01-22;2008;1;22;Tuesday;Tu Bishvat/Tu B'Shevat;Jewish holiday; 
2008-01-29;2008;1;29;Tuesday;Kansas Day;Observance; 
2008-02-01;2008;2;1;Friday;National Freedom Day;Observance; 
2008-02-01;2008;2;1;Friday;National Wear Red Day;Observance; 
2008-02-01;2008;2;1;Friday;First Day of Black History Month;Annual monthly observance; 
2008-02-02;2008;2;2;Saturday;Groundhog Day;Observance; 
2008-02-03;2008;2;3;Sunday;Super Bowl;Sporting event; 
2008-02-04;2008;2;4;Monday;Rosa Parks Day;Local observance;California
2008-02-05;2008;2;5;Tuesday;Shrove Tuesday/Mardi Gras;Observance, Christian; 
2008-02-05;2008;2;5;Tuesday;Shrove Tuesday/Mardi Gras;State holiday;Alabama*, Louisiana
2008-02-06;2008;2;6;Wednesday;Ash Wednesday;Christian; 
2008-02-07;2008;2;7;Thursday;Chinese New Year;Observance; 
2008-02-12;2008;2;12;Tuesday;Lincoln's Birthday;State holiday;CA, CT, IL, MO, NJ, NY
2008-02-14;2008;2;14;Thursday;Valentine's Day;Observance; 
2008-02-14;2008;2;14;Thursday;Statehood Day;Local observance;Arizona
2008-02-15;2008;2;15;Friday;Susan B. Anthony's Birthday;Local observance;New York, Wisconsin
2008-02-16;2008;2;16;Saturday;Elizabeth Peratrovich Day;Local observance;Alaska
2008-02-18;2008;2;18;Monday;Presidents' Day;Federal Holiday;All except DE, GA, IA, IN, KS, KY, LA, NC, NM, RI, WI
2008-02-18;2008;2;18;Monday;Daisy Gatson Bates Day;State holiday;Arkansas
2008-02-28;2008;2;28;Thursday;Linus Pauling Day;Local observance;Oregon
2008-03-01;2008;3;1;Saturday;St. David's Day;Observance, Christian; 
2008-03-01;2008;3;1;Saturday;First Day of Women's History Month;Annual monthly observance; 
2008-03-02;2008;3;2;Sunday;Texas Independence Day;State holiday;Texas
2008-03-03;2008;3;3;Monday;Casimir Pulaski Day;Local observance;Illinois**
2008-03-03;2008;3;3;Monday;Read Across America Day;Observance; 
2008-03-04;2008;3;4;Tuesday;Town Meeting Day;State holiday;Vermont
2008-03-05;2008;3;5;Wednesday;Maha Shivaratri;Hindu Holiday; 
2008-03-07;2008;3;7;Friday;Employee Appreciation Day;Observance; 
2008-03-09;2008;3;9;Sunday;Daylight Saving Time starts;Clock change/Daylight Saving Time; 
2008-03-15;2008;3;15;Saturday;St. Patrick's Day;Observance, Christian; 
2008-03-16;2008;3;16;Sunday;Palm Sunday;Christian; 
2008-03-17;2008;3;17;Monday;Evacuation Day;State holiday;Massachusetts*
2008-03-20;2008;3;20;Thursday;Maundy Thursday;Christian; 
2008-03-20;2008;3;20;Thursday;The Prophet's Birthday;Muslim; 
